name,pbdb_taxon_id,taxon_group,verbatim_name,comment
Elphidium advenum f. limbatum,1342,benthic_forams; benthic_forams,Elphidium advenum f. limbatum; Elphidium advenum (f.limbatum),
Elphidium advenum limbatum,1342,benthic_forams,Elphidium advenum limbatum,
Elphidium cf. batialis,1342,benthic_forams,Elphidium cf. batialis,
Elphidium cf. jenseni,1342,benthic_forams,Elphidium cf. jenseni,
Elphidium charlottense,1342,benthic_forams,Elphidium charlottense,
Elphidium charlottensis,1342,benthic_forams,Elphidium charlottensis,
Elphidium craticulatum,1342,benthic_forams,Elhpidium craticulatum,
Elphidium crispum,1342,benthic_forams,Elphidium crispum,
Elphidium excavatum,1342,benthic_forams,Elphidium excavatum,
Elphidium excavatum f. clavatum,1342,benthic_forams,Elphidium excavatum f.clavatum,
Elphidium hampdenense,1342,benthic_forams,Elphidium hampdenense,
Elphidium macellum,1342,benthic_forams,Elphidium macellum,
Elphidium magellanicum,1342,benthic_forams,Elphidium magellanicum,
Elphidium novozealandicum,1342,benthic_forams,Elphidium novozealandicum,
Elphidium saginatum,1342,benthic_forams,Elphidium saginatum,
Elphidium sp.,1342,benthic_forams; benthic_forams,Elphidium; Elphidium sp.,
Elphidium spp.,1342,benthic_forams,Elphidium spp.,
Emiliania huxleyi,421517,nannofossils; nannofossils,E. huxleyi; Emiliania huxleyi,homonym with a Bivalve
Emiliania huxleyi (<5 microns),421517,nannofossils,Emiliania huxleyi (<5 microns),
Emiliania huxleyi (>5 microns),421517,nannofossils,Emiliania huxleyi (>5 microns),
Emiliania pujosae,421517,nannofossils,Emiliania pujosae,
Encyonema lacustre,453099,diatoms,Encyonema lacustre,
Encyonema spp.,453099,diatoms,Encyonema spp.,
Encyonema ventricosa,453099,diatoms,Encyonema ventricosa,
Endictya robusta,71251,diatoms,Endictya robusta,
Engelhardia sp.,54586,palynology,Engelhardia,
Enneadocysta dictyostila,435001,dinoflagellates,Enneadocysta dictyostila,
Enneadocysta pectinoformis,435001,dinoflagellates,Enneadocysta pectinoformis,
Enneadocysta sp.,435001,palynology,Enneadocysta,
Enneaphormis rotula,85892,radiolarians,Enneaphormis rotula,
Entopyla spp.,433413,diatoms,Entopyla spp.,
Eoglobigerina edita,1366,planktic_forams,Eoglobigerina edita,
Eoglobigerina eobulloides,1366,planktic_forams,Eoglobigerina eobulloides,
Eoglobigerina spiralis,1366,planktic_forams,Eoglobigerina spiralis,
Eouvigerina sp.,1386,benthic_forams,Eouvigerina sp.,
Eouvigerina spp.,1386,benthic_forams,Eouvigerina spp.,
Ephedra distachya,251997,palynology,Ephedra distachya type,
Ephedra fragilis,251997,palynology,Ephedra fragilis type,
Epistomina sp.,1394,benthic_forams,Epistomina sp.,
Epistominella ? umbonifera,1395,benthic_forams,Epistominella umbonifera ?,
Epistominella exigua,1395,benthic_forams,Epistominella exigua,
Epistominella pacifica,1395,benthic_forams,Epistominella pacifica,
Epistominella pulchella,1395,benthic_forams,Epistominella pulchella,
Epistominella smithi,1395,benthic_forams,Epistominella smithi,
Epistominella sp.,1395,benthic_forams,Epistominella sp.,
Epistominella sp. A,1395,benthic_forams,Epistominella sp. A,
Epistominella spp.,1395,benthic_forams,Epistominella spp.,
Epistominella vitrea,1395,benthic_forams,Epistominella vitrea,
Epithemia argus,433414,diatoms,Epithemia argus,
Epithemia turgida,433414,diatoms,Epithemia turgida,
Eponides concinnus,1401,benthic_forams,Eponides concinnus,
Eponides regularis,1401,benthic_forams,Eponides regularis,
Eponides repandus,1401,benthic_forams,Eponides repandus,
Eponides sp.,1401,benthic_forams,Eponides sp.,
Eprolithus eptapetalus,87746,nannofossils,Eprolithus eptapetalus,
Eprolithus floralis,87746,nannofossils,Eprolithus floralis,
Eprolithus moratus,87746,nannofossils,Eprolithus moratus,
Eprolithus octopetalus,87746,nannofossils,Eprolithus octopetalus,
Ericaceae indet.,55506,palynology,Ericaceae,
Ericsonia robusta,424280,nannofossils,Ericsonia robusta,
Ericsonia robusta (small),424280,nannofossils,Ericsonia robusta (small),
Ericsonia subpertusa,424280,nannofossils,Ericsonia subpertusa,
Ethmodiscus rex,433416,diatoms,Ethmodiscus rex,
Ethmodiscus sp.,433416,diatoms; diatoms,Ethmodiscus sp.; Ethmodiscus sp. fragments,
Eubuliminella exilis,1403,benthic_forams,Eubuliminella exilis,
Eucampia antactica,387078,diatoms,Eucampia antarctica,
Eucampia antactica var. twista,387078,diatoms; diatoms,Eucampia antarctica var twista; Eucampia antactica var. twista,
Eucecryphalus sp.,512,radiolarians,Eucecryphalus sp.,
Euchitonia elegans-furcata,128,radiolarians; radiolarians,Euchitonia elegans/furcata group; Euchitonia furcata/elegans,multiple taxa
Euchitonia furcata,128,radiolarians,Euchitonia furcata,
Euchitonia sp.,128,radiolarians,Euchitonia sp.,
Eucyrtidium acuminatum,515,radiolarians,Eucyrtidium acuminatum,
Eucyrtidium annulatum,515,radiolarians,Eucyrtidium annulatum,
Eucyrtidium antiquum,515,radiolarians,Eucyrtidium antiquum,
Eucyrtidium calvertense,515,radiolarians; radiolarians,Eucyrtidium cf. calvertense; Eucyrtidium calvertense,
Eucyrtidium cienkowskii,515,radiolarians,Eucyrtidium cienkowskii,
Eucyrtidium diaphanes,515,radiolarians,Eucyrtidium diaphanes,
Eucyrtidium hexagonatum,515,radiolarians,Eucyrtidium hexagonatum,
Eucyrtidium inflatum,515,radiolarians,Eucyrtidium inflatum,
Eucyrtidium mariae,515,radiolarians,Eucyrtidium mariae,
Eucyrtidium matuyamai,515,radiolarians,Eucyrtidium matuyamai,
Eucyrtidium mitodes,515,radiolarians,Eucyrtidium mitodes n. sp.,
Eucyrtidium montiparum,515,radiolarians,Eucyrtidium montiparum,
Eucyrtidium nishimurae,515,radiolarians,Eucyrtidium nishimurae,
Eucyrtidium plesiodiaphanes,515,radiolarians,Eucyrtidium plesiodiaphanes,
Eucyrtidium pseudoinflatum,515,radiolarians,Eucyrtidium pseudoinflatum,
Eucyrtidium spinosum,515,radiolarians,Eucyrtidium spinosum,
Eucyrtidium teuscheri,515,radiolarians,additional species: Eucyrtidium teuscheri,
Euloxostomum pseudobeyrichi,1406,benthic_forams,Euloxostomum pseudobeyrichi,
Eunotia spp.,433419,diatoms,Eunotia spp.,
Eunotia triodon,433419,diatoms,Eunotia triodon,
Euphorbia sp.,319873,palynology,Euphorbia,
Eurossia irregularis var. incurvatus,433676,diatoms,Eurossia irregularis var. incurvatus,
Eurossia irregularis var. irregularis,433676,diatoms,Eurrosia irregularis var. irregularis,
Eusphaeroidina inflata,432164,benthic_forams,Eusphaeroidina inflata,
Eustephanias spp.,433677,diatoms,Eustephanias spp.,
Eusyringium fistuligerum,517,radiolarians,Eusyringium fistuligerum,
Eusyringium lagena,517,radiolarians,Eusyringium lagena,
Euuvigerina bortotara,1408,benthic_forams,Euuvigerina bortotara,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)"
Euuvigerina cf. miozea,1408,benthic_forams,Euuvigerina miozea (cf.),
Euuvigerina cf. peregrina,1408,benthic_forams; benthic_forams,Euuvigerina cf. peregrina; Euuvigerina peregrina (cf.),"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)"
Euuvigerina cf. rodleyi,1408,benthic_forams,Euuvigerina rodleyi (cf.),
Euuvigerina miozea,1408,benthic_forams; benthic_forams,Euuvigerina miozea (group) >100 m; Euuvigerina miozea,"group; in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)"
Euuvigerina peregrina,1408,benthic_forams,Euuvigerina peregrina,
Euuvigerina pliozea,1408,benthic_forams,Euuvigerina pliozea,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)"
Euuvigerina rodleyi,1408,benthic_forams,Euuvigerina rodleyi (group) >50 m,group
Euuvigerina sp.,1408,benthic_forams; benthic_forams,Euuvigerina; Euuvigerina sp.,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)"
Euuvigerina spp.,1408,benthic_forams,Euuvigerina spp.,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)"
Euuvigerina wanzea,1408,benthic_forams,Euuvigerina wanzea,"in PBDB, but Unaccepted; Accepted as Uvigerina (d'Orbigny, 1826)"
Evolvocassidulina cf. howei,1414,benthic_forams,Evolvecassidulina cf. howei,genus misspelled
Evolvocassidulina orientalis,1414,benthic_forams,Evolvocassidulina orientalis,
Evolvocassidulina spp.,1414,benthic_forams,Evolvocassidulina spp.,
Falsoguttulina sp.,1423,benthic_forams,Falsoguttulina sp.,
Falsotruncana maslakovae,1426,planktic_forams,Falsotruncana maslakovae,
Fasciculithus alanii,424283,nannofossils,Fasciculithus alanii,
Fasciculithus clinatus,424283,nannofossils,Fasciculithus clinatus,
Fasciculithus involutus,424283,nannofossils,Fasciculithus involutus,
Fasciculithus lilianae,424283,nannofossils,Fasciculithus lilianae,
Fasciculithus magnus,424283,nannofossils,Fasciculithus magnus,
Fasciculithus pileatus,424283,nannofossils,Fasciculithus pileatus,
Fasciculithus richardii,424283,nannofossils,Fasciculithus richardii,
Fasciculithus shaubii,424283,nannofossils,Fasciculithus shaubii,
Fasciculithus spp.,424283,nannofossils,Fasciculithus spp.,
Fasciculithus thomasii,424283,nannofossils,Fasciculithus thomasii,
Fasciculithus tympaniformis,424283,nannofossils,Fasciculithus tympaniformis,
Fasciculithus ulii,424283,nannofossils; nannofossils,Fasciculithus ullii; Fasciculithus ulii,
Favocassidulina favus,1429,benthic_forams,Favocassidulina favus,
Favocassidulina spinifer,1429,benthic_forams,Favocassidulina spinifer,
Favocassidulina subfavus,1429,benthic_forams,Favocassidulina subfavus,
Favulina spp.,1430,benthic_forams,Favulina spp.,
Filipendula sp.,434999,palynology,Filipendula,
Fissurina alveolata,1439,benthic_forams,Fissurina alveolata,
Fissurina cf. radiata,1439,benthic_forams,Fissurina cf. radiata,
Fissurina cf. staphyllearia,1439,benthic_forams,Fissurina cf. staphyllearia,
Fissurina cucullata,1439,benthic_forams,Fissurina cucullata,
Fissurina formosa,1439,benthic_forams,Fissurina formosa,
Fissurina lucida,1439,benthic_forams,Fissurina lucida,
Fissurina marginata,1439,benthic_forams,Fissurina marginata,
Fissurina orbignyana,1439,benthic_forams,Fissurina orbignyana,
Fissurina radiata,1439,benthic_forams,Fissurina radiata,
Fissurina semimarginata,1439,benthic_forams,Fissurina semimarginata,
Fissurina sp.,1439,benthic_forams; benthic_forams; benthic_forams,Fissurina sp; Fissurina sp.; Fissurina,
Fissurina spp.,1439,benthic_forams,Fissurina spp.,
Fissurina wiesneri,1439,benthic_forams,Fissurina wiesneri,
Florisphaera profunda,424500,nannofossils,Florisphaera profunda,
Florisphaera profunda var. elongata,424500,nannofossils,Florisphaera profunda var. elongata,
"Fohsella ""praefohsi""",422385,planktic_forams; planktic_forams,"Fohsella ""praefohsi"" _B_ _M8; Fohsella ""praefohsi"" _B_ _M8_",
Fohsella birnageae,422385,planktic_forams,Fohsella birnageae,
Fohsella fohsi,422385,planktic_forams; planktic_forams; planktic_forams,Fohsella fohsi; Fohsella fohsi _T and B_ _M10 and M9a; Fohsella fohsi _T and B_ _M10 and M9a_,
Fohsella fohsi fohsi,422385,planktic_forams,Fohsella fohsi fohsi,
Fohsella fohsi lobata,422385,planktic_forams,Fohsella fohsi lobata,
Fohsella kugleri,422385,planktic_forams,Fohsella kugleri,
Fohsella lenguaensis,422385,planktic_forams; planktic_forams,Fohsella lenguaensis _T and B_ _M14_; Fohsella lenguaensis _T and B_ _M14,
Fohsella lobata,422385,planktic_forams; planktic_forams; planktic_forams,Fohsella lobata _B; Fohsella lobata _B_; Fohsella lobata,
Fohsella peripheroacuta,422385,planktic_forams; planktic_forams; planktic_forams,Fohsella peripheroacuta; Fohsella peripheroacuta _B_; Fohsella peripheroacuta _B_ _M7_,
Fohsella peripheroronda,422385,planktic_forams; planktic_forams; planktic_forams,Fohsella peripheroronda; Fohsella peripheroronda _T_; Fohsella peripheroronda _T,
Fohsella praefohsi,422385,planktic_forams,Fohsella praefohsi,
Fohsella robusta,422385,planktic_forams; planktic_forams; planktic_forams,Fohsella robusta _B_ _M9b; Fohsella robusta _B_ _M9b_; Fohsella robusta,
Foraminifera indet.,288974,benthic_forams; benthic_forams; dinoflagellates; dinoflagellates; dinoflagellates; palynology; palynology; dinoflagellates; planktic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams,Laevigata sp.; Calcareous gen. et sp. indet.; Org .linnings of foraminifers; Organic lining of foraminifers; Organic lining of forams; Foraminiferal linings; Foraminiferal test linings; Foraminifer test linings; Benthic Foraminifera group; Tapered; Unilocular species; Unidentified benthic forams; Trochospiral; Planispiral; Elongated; Others; Pseudopleurostomella spp.; Calc. Hyaline Foram. gen. et sp. indet.; Fistulose? sp.,ET: can't improve because Laevigata is a species name used in multiple genera; not a taxa name; not a taxa; not a taxa; not a taxa; not a taxa; not a taxa; not a taxa; not a taxa; not a taxa; not a taxa; not a taxa; ET does not think such a taxon exists.; AK coarsen to Foraminifera indet.; AK coarsen to Foraminifera indet.
Fragilaria cylindrus,83626,diatoms,Fragilaria cylindrus,
Fragilaria leptostauron,83626,diatoms,Fragilaria leptostauron,
Fragilaria oceanica,83626,diatoms,Fragilaria oceanica,
Fragilaria sp.,83626,diatoms,Fragilaria sp.,
Fragilaria spp.,83626,diatoms,Fragilaria spp.,
Fragilariopsis arcula,432807,diatoms,Fragilariopsis arcula,
Fragilariopsis aurica,432807,diatoms,Fragilariopsis aurica,
Fragilariopsis barronii,432807,diatoms,Fragilariopsis barronii,
Fragilariopsis bohatyi,432807,diatoms,Fragilariopsis bohatyi,
Fragilariopsis claviceps,432807,diatoms,Fragilariopsis claviceps,
Fragilariopsis clementia,432807,diatoms,Fragilariopsis clementia,
Fragilariopsis curta,432807,diatoms,Fragilariopsis curta,
Fragilariopsis cylindrica,432807,diatoms,Fragilariopsis cylindrica,
Fragilariopsis cylindrus,432807,diatoms; diatoms; diatoms,Fragilariopsis cylindrus; Frgilariopsis cylindrus; Flagilariopsis cylindrus,genus misspelled
Fragilariopsis doliolus,432807,diatoms; diatoms,Fragilariopsis doliolus; Fragilariopsis doliolus (Wallich),
Fragilariopsis donahuensis,432807,diatoms,Fragilariopsis donahuensis,
Fragilariopsis evenescens,432807,diatoms,Fragiariopsis evenescens,
Fragilariopsis fossilis,432807,diatoms,Fragilariopsis fossilis,
Fragilariopsis interfrigidaria,432807,diatoms,Fragilariopsis interfrigidaria,
Fragilariopsis januaria,432807,diatoms,Fragilariopsis januaria,
Fragilariopsis kerguelensis,432807,diatoms,Fragilariopsis kerguelensis,
Fragilariopsis laqueus,432807,diatoms,Fragilariopsis laqueus,
Fragilariopsis linearis,432807,diatoms,Fragilariopsis linearis,
Fragilariopsis maleinterpretaria,432807,diatoms,Fragilariopsis maleinterpretaria,
Fragilariopsis obliquecostata,432807,diatoms,Fragilariopsis obliquecostata,
Fragilariopsis oceanica,432807,diatoms; diatoms,Frgilariopsis oceanica; Fragilariopsis oceanica,genus misspelled
Fragilariopsis praecurta,432807,diatoms,Fragilariopsis praecurta,
Fragilariopsis praeinterfrigidaria,432807,diatoms,Fragilariopsis praeinterfrigidaria,
Fragilariopsis pseudonana,432807,diatoms,Fragilariopsis pseudonana,
Fragilariopsis pusilla,432807,diatoms,Fragilariopsis pusilla,
Fragilariopsis reinholdii,432807,diatoms; diatoms,Fragilariopsis reinholdii; Fragilariopsis reinholdii (Kanaya ex Barron ex Baldouf),
Fragilariopsis rhombica,432807,diatoms,Fragilariopsis rhombica,
Fragilariopsis ritscheri,432807,diatoms,Fragilariopsis ritscheri,
Fragilariopsis robusta,432807,diatoms,Fragilariopsis robusta,
Fragilariopsis separanda,432807,diatoms,Fragilariopsis separanda,
Fragilariopsis sp.,432807,diatoms,Fragilariopsis barronii/kerguelensis transtitional form,
Fragilariopsis spp.,432807,diatoms; diatoms,Fragilariopsis spp.; Fraglariopsis spp.,genus misspelled
Fragilariopsis sublinearis,432807,diatoms,Fragilariopsis sublinearis,
Fragilariopsis tigris,432807,diatoms,Fragilariopsis tigris,
Fragilariopsis truncata,432807,diatoms,Fragilariopsis truncata,
Fragilariopsis weaveri,432807,diatoms,Fragilariopsis weaveri,
Fraxinus excelsior,54727,palynology,Fraxinus excelsior type,
Frondicularia cf. bulla,1454,benthic_forams,Frondicularia cf. bulla,
Frondicularia sagittula,1454,benthic_forams,Frondicularia sagittula,
Frondicularia sp.,1454,benthic_forams,Frondicularia sp.,
Frondicularia spp.,1454,benthic_forams; benthic_forams,Frondricularia spp.; Frondicularia spp.,
Fursenkoina acuta,1460,benthic_forams,Fursenkoina acuta,
Fursenkoina bradyi,1460,benthic_forams,Fursenkoina bradyi,
Fursenkoina complanata,1460,benthic_forams,Fursenkoina complanata,
Fursenkoina fusiformis,1460,benthic_forams,Fursenkoina fusiformis,
Fursenkoina schreibersiana,1460,benthic_forams,Fursenkoina schreibersiana,
Fursenkoina seminuda,1460,benthic_forams,Fursenkoina seminuda,
Fursenkoina sp.,1460,benthic_forams; benthic_forams; benthic_forams,Fursenkoina; Fursenkoina sp.; Furserkoina sp.,
Fursenkoina spp.,1460,benthic_forams,Fursenkoina spp.,
Fursenkoina texturata,1460,benthic_forams,Fursenkoina texturata,
Galium sp.,322021,palynology,Galium type,
Gansserina gansseri,1473,planktic_forams,Gansserina gansseri,
Gartnerago chiasta,87789,nannofossils,Gartnerago chiasta,
Gartnerago nanum,87789,nannofossils,Gartnerago nanum,
Gartnerago obliquum,87789,nannofossils,Gartnerago obliquum,
Gartnerago segmentatum,87789,nannofossils,Gartnerago segmentatum,
Gartnerago theta,87789,nannofossils,Gartnerago theta,
Gastropoda indet.,8304,other; other,Microgastropods; Shell (gastropod) fragments,
Gaudryina cf. retusa,1476,benthic_forams,Gaudryina sp. cf. retusa,
Gaudryina convexa,1476,benthic_forams,Gaudryina convexa,
Gaudryina pyramidata,1476,benthic_forams,Gaudryina pyramidata,
Gaudryina sp.,1476,benthic_forams; benthic_forams; benthic_forams; benthic_forams,Gaudryina sp. indet; Gaudryina sp.; Gaudryina sp; Gaudryina,
Gaudryina spp.,1476,benthic_forams,Gaudryina spp.,
Gaudryina whangaia,1476,benthic_forams,Gaudryina whangaia,
Gavelinella becarriformis,1480,benthic_forams,Gavelinella becarriformis,
Gavelinella cf. ammonoides,1480,benthic_forams,Gavelinella cf. ammonoides,
Gavelinella cf. complanata,1480,benthic_forams,Gavelinella complanata (cf.),
Gavelinella cf. stellula,1480,benthic_forams,Gavelinella cf. stellula,
Gavelinella hyphalus,1480,benthic_forams,Gavelinella hyphalus,
Gavelinella sp.,1480,benthic_forams; benthic_forams,Gavelinella sp.; Gavelinella,
