taxon_group,verbatim_name,name,comment,taxon_name_above_genus,genus_modifier,genus_name,subgenera_modifier,subgenera_name,species_modifier,species_name,subspecies_modifier,subspecies_name,non_taxa_descriptor,comments,pbdb_taxon_id,pbdb_taxon_rank,pbdb_taxon_name
nannofossils,Amaurolithus amplificus,Amaurolithus amplificus,,,,Amaurolithus,,,,amplificus,,,,,388308,genus,Amaurolithus
nannofossils,Amaurolithus bizarrus,Amaurolithus bizarrus,,,,Amaurolithus,,,,bizarrus,,,,,388308,genus,Amaurolithus
nannofossils,Amaurolithus delicatus,Amaurolithus delicatus,,,,Amaurolithus,,,,delicatus,,,,,388308,genus,Amaurolithus
nannofossils,Amaurolithus primus,Amaurolithus primus,,,,Amaurolithus,,,,primus,,,,,388310,species,Amaurolithus primus
nannofossils,Amaurolithus spp.,Amaurolithus spp.,,,,Amaurolithus,,,,spp.,,,,,388308,genus,Amaurolithus
nannofossils,Amaurolithus tricorniculatus,Amaurolithus tricorniculatus,,,,Amaurolithus,,,,tricorniculatus,,,,,388308,genus,Amaurolithus
benthic_forams,Ammobaculites agglutinans,Ammobaculites agglutinans,,,,Ammobaculites,,,,agglutinans,,,,,813,genus,Ammobaculites
benthic_forams,Ammobaculites filiformis,Ammobaculites filiformis,,,,Ammobaculites,,,,filiformis,,,,,428345,species,Ammobaculites filiformis
benthic_forams,Ammobaculites sp.,Ammobaculites sp.,,,,Ammobaculites,,,,sp.,,,,,813,genus,Ammobaculites
benthic_forams,Ammobaculites wallalensis,Ammobaculites wallalensis,,,,Ammobaculites,,,,wallalensis,,,,,428771,species,Ammobaculites wallalensis
benthic_forams,Ammodiscus cretaceus,Ammodiscus cretaceus,,,,Ammodiscus,,,,cretaceus,,,,,428346,species,Ammodiscus cretaceus
benthic_forams,Ammodiscus latus,Ammodiscus latus,,,,Ammodiscus,,,,latus,,,,,818,genus,Ammodiscus
benthic_forams,Ammodiscus sp.,Ammodiscus sp.,,,,Ammodiscus,,,,sp.,,,,,818,genus,Ammodiscus
benthic_forams,Ammodiscus spp.,Ammodiscus spp.,,,,Ammodiscus,,,,spp.,,,,,818,genus,Ammodiscus
ebridians; ebridians,Ammodochium rectangulare; Ammodochium rectangulare (Ebridian),Ammodochium rectangulare,,,,Ammodochium,,,,rectangulare,,,,,436068,genus,Ammodochium
benthic_forams,Ammoelphidiella pustulosa,Ammoelphidiella pustulosa,,,,Ammoelphidiella,,,,pustulosa,,,,,428347,species,Ammoelphidiella pustulosa
benthic_forams,Ammoelphidiella sp.,Ammoelphidiella sp.,,,,Ammoelphidiella,,,,sp.,,,,,819,genus,Ammoelphidiella
benthic_forams,Ammoelphidiella uniforamina,Ammoelphidiella uniforamina,,,,Ammoelphidiella,,,,uniforamina,,,,,819,genus,Ammoelphidiella
benthic_forams,Ammoglobigerina sp.,Ammoglobigerina sp.,,,,Ammoglobigerina,,,,sp.,,,,,820,genus,Ammoglobigerina
benthic_forams,Ammonia beccarii,Ammonia beccarii,,,,Ammonia,,,,beccarii,,,,,823,genus,Ammonia
benthic_forams,Ammonia parkinsoniana f. aoteana,Ammonia parkinsoniana f. aoteana,,,,Ammonia,,,,parkinsoniana,f.,aoteana,,,823,genus,Ammonia
benthic_forams,Ammonia sp.,Ammonia sp.,,,,Ammonia,,,,sp.,,,,,823,genus,Ammonia
benthic_forams,Ammonia spp.,Ammonia spp.,,,,Ammonia,,,,spp.,,,,,823,genus,Ammonia
benthic_forams,Ammonia tepida,Ammonia tepida,,,,Ammonia,,,,tepida,,,,,823,genus,Ammonia
benthic_forams,Ammosphaeroidina pseudopauciloculata,Ammosphaeroidina pseudopauciloculata,,,,Ammosphaeroidina,,,,pseudopauciloculata,,,,,827,genus,Ammosphaeroidina
benthic_forams,Ammoshpaeroidina,Ammosphaeroidina sp.,,,,Ammosphaeroidina,,,,sp.,,,,,827,genus,Ammosphaeroidina
benthic_forams,Amphicoryna scalaris,Amphicoryna scalaris,,,,Amphicoryna,,,,scalaris,,,,,835,genus,Amphicoryna
benthic_forams,Amphicoryna separans,Amphicoryna separans,,,,Amphicoryna,,,,separans,,,,,835,genus,Amphicoryna
benthic_forams; benthic_forams,Amphicoryna; Amphicoryna sp.,Amphicoryna sp.,,,,Amphicoryna,,,,sp.,,,,,835,genus,Amphicoryna
benthic_forams,Amphicoryna spp.,Amphicoryna spp.,,,,Amphicoryna,,,,spp.,,,,,835,genus,Amphicoryna
radiolarians,Amphicraspedum murrayanum,Amphicraspedum murrayanum,,,,Amphicraspedum,,,,murrayanum,,,,,152535,species,Amphicraspedum murrayanum
radiolarians,Amphicraspedum prolixum group,Amphicraspedum prolixum,,,,Amphicraspedum,,,,prolixum,,,,,152534,genus,Amphicraspedum
radiolarians,Amphimelissa setosa,Amphimelissa setosa,,,,Amphimelissa,,,,setosa,,,,,85924,genus,Amphimelissa
radiolarians,Amphipyndax stocki,Amphipyndax stocki,,,,Amphipyndax,,,,stocki,,,,,165303,species,Amphipyndax stocki
radiolarians,Amphirhopalum ypsilon,Amphirhopalum ypsilon,,,,Amphirhopalum,,,,ypsilon,,,,,84844,genus,Amphirhopalum
benthic_forams,Amphisorus hemprichii,Amphisorus hemprichii,,,,Amphisorus,,,,hemprichii,,,,,240888,species,Amphisorus hemprichii
radiolarians,Amphisphaera coronata,Amphisphaera coronata,,,,Amphisphaera,,,,coronata,,,,,16,genus,Amphisphaera
radiolarians,Amphisphaera goruna,Amphisphaera goruna,,,,Amphisphaera,,,,goruna,,,,,16,genus,Amphisphaera
radiolarians,Amphisphaera radiosa,Amphisphaera radiosa,,,,Amphisphaera,,,,radiosa,,,,,16,genus,Amphisphaera
radiolarians,Amphisphaera coronata s.l.,Amphisphaera s.l. coronata,,,,Amphisphaera,,,s.l.,coronata,,,,,16,genus,Amphisphaera
benthic_forams,Amphistegina bicirculata,Amphistegina bicirculata,,,,Amphistegina,,,,bicirculata,,,,,838,genus,Amphistegina
benthic_forams,Amphistegina hauerina,Amphistegina hauerina,,,,Amphistegina,,,,hauerina,,,,,838,genus,Amphistegina
benthic_forams,Amphistegina lessonii,Amphistegina lessonii,,,,Amphistegina,,,,lessonii,,,,,241499,species,Amphistegina lessonii
benthic_forams,Amphistegina lobifera,Amphistegina lobifera,,,,Amphistegina,,,,lobifera,,,,,838,genus,Amphistegina
benthic_forams,Amphistegina papillosa,Amphistegina papillosa,,,,Amphistegina,,,,papillosa,,,,,838,genus,Amphistegina
benthic_forams,Amphistegina radiata,Amphistegina radiata,,,,Amphistegina,,,,radiata,,,,,838,genus,Amphistegina
benthic_forams,Amphistegina sp.,Amphistegina sp.,,,,Amphistegina,,,,sp.,,,,,838,genus,Amphistegina
benthic_forams,Amphistegina spp.,Amphistegina spp.,,,,Amphistegina,,,,spp.,,,,,838,genus,Amphistegina
radiolarians,Amphistylus angelinus,Amphistylus angelinus,,,,Amphistylus,,,,angelinus,,,,,17,genus,Amphistylus
diatoms,Amphitetras spp.,Amphitetras spp.,,,,Amphitetras,,,,spp.,,,,,432847,genus,Amphitetras
diatoms,Amphora sp.,Amphora sp.,,,,Amphora,,,,sp.,,,,,387135,genus,Amphora
diatoms,Amphora spp.,Amphora spp.,,,,Amphora,,,,spp.,,,,,387135,genus,Amphora
radiolarians,Amphymenium splendiarmatum,Amphymenium splendiarmatum,,,,Amphymenium,,,,splendiarmatum,,,,,15,genus,Amphymenium
diatoms,Anaulus spp.,Anaulus spp.,,,,Anaulus,,,,spp.,,,,,71245,genus,Anaulus
benthic_forams,Angulogerina aff. fueguina,Angulogerina aff. fueguina,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,,Angulogerina,,,aff.,fueguina,,,,,852,genus,Angulogerina
benthic_forams,Angulogerina angulosa,Angulogerina angulosa,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,,Angulogerina,,,,angulosa,,,,,202769,species,Angulogerina angulosa
benthic_forams,Angulogerina earlandi,Angulogerina earlandi,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,,Angulogerina,,,,earlandi,,,,,852,genus,Angulogerina
benthic_forams,Angulogerina fluens,Angulogerina fluens,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,,Angulogerina,,,,fluens,,,,,852,genus,Angulogerina
benthic_forams,Angulogerina pauperata,Angulogerina pauperata,"in PBDB but Unaccepted? Trifarina (Cushman, 1923)",,,Angulogerina,,,,pauperata,,,,,852,genus,Angulogerina
benthic_forams,Annectina sp.,Annectina sp.,,,,Annectina,,,,sp.,,,,,854,genus,Annectina
diatoms,Annellus californicus,Annellus californicus,,,,Annellus,,,,californicus,,,,,82147,genus,Annellus
radiolarians,Anomalacantha dentata,Anomalacantha dentata,,,,Anomalacantha,,,,dentata,,,,,432597,genus,Anomalacantha
benthic_forams,Anomalina aotea,Anomalina aotea,,,,Anomalina,,,,aotea,,,,,86769,genus,Anomalina
benthic_forams,Anomalina indica,Anomalina indica,,,,Anomalina,,,,indica,,,,,86769,genus,Anomalina
benthic_forams,Anomalina praeacuta,Anomalina praeacuta,,,,Anomalina,,,,praeacuta,,,,,382642,species,Anomalina praeacuta
benthic_forams,Anomalina sp.,Anomalina sp.,,,,Anomalina,,,,sp.,,,,,86769,genus,Anomalina
benthic_forams,Anomalina spherica,Anomalina spherica,,,,Anomalina,,,,spherica,,,,,86769,genus,Anomalina
benthic_forams,Anomalina spp.,Anomalina spp.,,,,Anomalina,,,,spp.,,,,,86769,genus,Anomalina
benthic_forams,Anomalina visenda,Anomalina visenda,,,,Anomalina,,,,visenda,,,,,86769,genus,Anomalina
benthic_forams,Anomalinoides acutus,Anomalinoides acutus,,,,Anomalinoides,,,,acutus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides affinis,Anomalinoides affinis,,,,Anomalinoides,,,,affinis,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides ammonoides,Anomalinoides ammonoides,,,,Anomalinoides,,,,ammonoides,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides capitatus,Anomalinoides capitatus,,,,Anomalinoides,,,,capitatus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides cf. globulosus,Anomalinoides cf. globulosus,,,,Anomalinoides,,,cf.,globulosus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides fasciatus,Anomalinoides fasciatus,,,,Anomalinoides,,,,fasciatus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides globosus,Anomalinoides globosus,,,,Anomalinoides,,,,globosus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides globulosus,Anomalinoides globulosus,,,,Anomalinoides,,,,globulosus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides orbiculus,Anomalinoides orbiculus,,,,Anomalinoides,,,,orbiculus,,,,,859,genus,Anomalinoides
benthic_forams; benthic_forams; benthic_forams,Anomalinoides parvumbilia; Anomalinoides parvumbilianus; Anomalinoides parvumbilius,Anomalinoides parvumbilia,ET species misnamed; ET species misnamed,,,Anomalinoides,,,,parvumbilia,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides piripaua,Anomalinoides piripaua,,,,Anomalinoides,,,,piripaua,,,,,859,genus,Anomalinoides
benthic_forams; benthic_forams,Anomalinoides rubiginosus; Anomalinoides rubignosus,Anomalinoides rubiginosus,,,,Anomalinoides,,,,rubiginosus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides semicribratus,Anomalinoides semicribratus,,,,Anomalinoides,,,,semicribratus,,,,,859,genus,Anomalinoides
benthic_forams; benthic_forams,Anomalinoides sp.; Anomalinoides sp. indet.,Anomalinoides sp.,,,,Anomalinoides,,,,sp.,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides sp. 1,Anomalinoides sp. 1,,,,Anomalinoides,,,,sp. 1,,,,,859,genus,Anomalinoides
benthic_forams; benthic_forams,Anomalinoides sp. A; Anomalinoides sp.A,Anomalinoides sp. A,,,,Anomalinoides,,,,sp. A,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides sp. B,Anomalinoides sp. B,,,,Anomalinoides,,,,sp. B,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides sphericus,Anomalinoides sphericus,,,,Anomalinoides,,,,sphericus,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides spissiformis,Anomalinoides spissiformis,,,,Anomalinoides,,,,spissiformis,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides spp.,Anomalinoides spp.,,,,Anomalinoides,,,,spp.,,,,,859,genus,Anomalinoides
benthic_forams,Anomalinoides subnonionoides,Anomalinoides subnonionoides,,,,Anomalinoides,,,,subnonionoides,,,,,859,genus,Anomalinoides
benthic_forams,Antarcticella antarctica,Antarcticella antarctica,,,,Antarcticella,,,,antarctica,,,,,861,genus,Antarcticella
radiolarians,Antarctissa cylindrica,Antarctissa cylindrica,,,,Antarctissa,,,,cylindrica,,,,,416,genus,Antarctissa
radiolarians,Antarctissa deflandrei,Antarctissa deflandrei,,,,Antarctissa,,,,deflandrei,,,,,416,genus,Antarctissa
radiolarians,Antarctissa denticulata,Antarctissa denticulata,,,,Antarctissa,,,,denticulata,,,,,416,genus,Antarctissa
radiolarians,Antarctissa robusta,Antarctissa robusta,,,,Antarctissa,,,,robusta,,,,,416,genus,Antarctissa
radiolarians,Antarctissa strelkovi,Antarctissa strelkovi,,,,Antarctissa,,,,strelkovi,,,,,416,genus,Antarctissa
palynology,Anthemis type,Anthemis sp.,,,,Anthemis,,,,sp.,,,,Anthemis type,434782,genus,Anthemis
radiolarians,Anthocyrtella (?) callopisma,Anthocyrtella ? callopisma,,,,Anthocyrtella,,,?,callopisma,,,,,85907,genus,Anthocyrtella
radiolarians,Anthocyrtidium angulare,Anthocyrtidium angulare,,,,Anthocyrtidium,,,,angulare,,,,,417,genus,Anthocyrtidium
radiolarians,Anthocyrtidium jenghisi,Anthocyrtidium jenghisi,,,,Anthocyrtidium,,,,jenghisi,,,,,417,genus,Anthocyrtidium
radiolarians; radiolarians,Anthocyrtidium  marieae; Anthocyrtidium marieae,Anthocyrtidium marieae,,,,Anthocyrtidium,,,,marieae,,,,,417,genus,Anthocyrtidium
radiolarians; radiolarians,Anthocyrtidium ophirense; Anthocyrtidum ophirense,Anthocyrtidium ophirense,,,,Anthocyrtidium,,,,ophirense,,,,,417,genus,Anthocyrtidium
radiolarians; radiolarians,Anthocyrtidium pliocenica; Anthocyrtidum pliocenica,Anthocyrtidium pliocenica,,,,Anthocyrtidium,,,,pliocenica,,,,,417,genus,Anthocyrtidium
radiolarians; radiolarians,Anthocyrtidium sp.; Anthocytidium sp.,Anthocyrtidium sp.,misspelling,,,Anthocyrtidium,,,,sp.,,,,,417,genus,Anthocyrtidium
radiolarians,Anthocyrtidium zanguebaricum,Anthocyrtidium zanguebaricum,,,,Anthocyrtidium,,,,zanguebaricum,,,,,417,genus,Anthocyrtidium
radiolarians,Anthocyrtis ehrenbergi var. pliocenica,Anthocyrtis ehrenbergi var. pliocenica,,,,Anthocyrtis,,,,ehrenbergi,var.,pliocenica,,,418,genus,Anthocyrtis
radiolarians,Anthocyrtoma sp.,Anthocyrtoma sp.,,,,Anthocyrtoma,,,,sp.,,,,,419,genus,Anthocyrtoma
radiolarians,Anthocyrtoma spp.,Anthocyrtoma spp.,,,,Anthocyrtoma,,,,spp.,,,,,419,genus,Anthocyrtoma
radiolarians,Aphetocyrtis bianulus,Aphetocyrtis bianulus,,,,Aphetocyrtis,,,,bianulus,,,,,87068,genus,Aphetocyrtis
radiolarians,Aphetocyrtis gnomabax,Aphetocyrtis gnomabax,,,,Aphetocyrtis,,,,gnomabax,,,,,87068,genus,Aphetocyrtis
radiolarians,Aphetocyrtis rossi,Aphetocyrtis rossi,,,,Aphetocyrtis,,,,rossi,,,,,87068,genus,Aphetocyrtis
palynology,Apiaceae,Apiaceae indet.,,Apiaceae indet.,,,,,,,,,,,183090,family,Apiaceae
diatoms,Arachnodiscus ehrenbergi,Arachnoidiscus ehrenbergi,,,,Arachnoidiscus,,,,ehrenbergi,,,,,71246,genus,Arachnoidiscus
diatoms,Arachnoidiscus spp.,Arachnoidiscus spp.,,,,Arachnoidiscus,,,,spp.,,,,,71246,genus,Arachnoidiscus
benthic_forams,Aragonia aragonensis,Aragonia aragonensis,,,,Aragonia,,,,aragonensis,,,,,865,genus,Aragonia
benthic_forams,Aragonia materna kugleri,Aragonia materna kugleri,,,,Aragonia,,,,materna,,kugleri,,,865,genus,Aragonia
benthic_forams,Aragonia ouezzanensis,Aragonia ouezzanensis,,,,Aragonia,,,,ouezzanensis,,,,,865,genus,Aragonia
benthic_forams; benthic_forams,Aragonia; Aragonia sp.,Aragonia sp.,,,,Aragonia,,,,sp.,,,,,865,genus,Aragonia
benthic_forams,Aragonia sp. 1,Aragonia sp. 1,,,,Aragonia,,,,sp. 1,,,,,865,genus,Aragonia
benthic_forams,Aragonia tenera,Aragonia tenera,,,,Aragonia,,,,tenera,,,,,865,genus,Aragonia
benthic_forams,Aragonia zelandica,Aragonia zelandica,,,,Aragonia,,,,zelandica,,,,,865,genus,Aragonia
diatoms,Araniscus lewisianus,Araniscus lewisianus,,,,Araniscus,,,,lewisianus,,,,,432223,genus,Araniscus
diatoms,Araniscus spp.,Araniscus spp.,,,,Araniscus,,,,spp.,,,,,432223,genus,Araniscus
planktic_forams,Archaeoglobigerina australis,Archaeoglobigerina australis,,,,Archaeoglobigerina,,,,australis,,,,,71224,genus,Archaeoglobigerina
planktic_forams,Archaeoglobigerina blowi,Archaeoglobigerina blowi,,,,Archaeoglobigerina,,,,blowi,,,,,71224,genus,Archaeoglobigerina
planktic_forams,Archaeoglobigerina bosquensis,Archaeoglobigerina bosquensis,,,,Archaeoglobigerina,,,,bosquensis,,,,,71224,genus,Archaeoglobigerina
planktic_forams,Archaeoglobigerina cretacea,Archaeoglobigerina cretacea,,,,Archaeoglobigerina,,,,cretacea,,,,,71224,genus,Archaeoglobigerina
planktic_forams,Archaeoglobigerina sp.,Archaeoglobigerina sp.,,,,Archaeoglobigerina,,,,sp.,,,,,71224,genus,Archaeoglobigerina
chrysophyte_cysts,Archaeosphaeridium australensis,Archaeosphaeridium australensis,,,,Archaeosphaeridium,,,,australensis,,,,,435930,species,Archaeosphaeridium australensis
palynology,Arcticacysta sp.,Arcticacysta sp.,,,,Arcticacysta,,,,sp.,,,,,435348,genus,Arcticacysta
benthic_forams,Arenobulimina sp.,Arenobulimina sp.,,,,Arenobulimina,,,,sp.,,,,,879,genus,Arenobulimina
benthic_forams,Arenobulimina truncata,Arenobulimina truncata,,,,Arenobulimina,,,,truncata,,,,,879,genus,Arenobulimina
benthic_forams,Arenodosaria antipoda,Arenodosaria antipoda,,,,Arenodosaria,,,,antipoda,,,,,880,genus,Arenodosaria
ostracods,Argilloecia sp.,Argilloecia sp.,,,,Argilloecia,,,,sp.,,,,,23901,genus,Argilloecia
ostracods,Argilloecia spp.,Argilloecia spp.,,,,Argilloecia,,,,spp.,,,,,23901,genus,Argilloecia
nannofossils,Arkhangelskiella cymbiformis,Arkhangelskiella cymbiformis,,,,Arkhangelskiella,,,,cymbiformis,,,,,88185,species,Arkhangelskiella cymbiformis
nannofossils,Arkhangelskiella maastrichtiensis,Arkhangelskiella maastrichtiensis,,,,Arkhangelskiella,,,,maastrichtiensis,,,,,87794,genus,Arkhangelskiella
nannofossils,Arkhangelskiella sp.,Arkhangelskiella sp.,,,,Arkhangelskiella,,,,sp.,,,,,87794,genus,Arkhangelskiella
nannofossils,Arkhangelskiella specillata,Arkhangelskiella specillata,,,,Arkhangelskiella,,,,specillata,,,,,88181,species,Arkhangelskiella specillata
palynology,Artemisia,Artemisia sp.,,,,Artemisia,,,,sp.,,,,,434783,genus,Artemisia
benthic_forams,Articulina alticostata,Articulina alticostata,,,,Articulina,,,,alticostata,,,,,890,genus,Articulina
benthic_forams,Articulina cf. tubulosa,Articulina cf. tubulosa,,,,Articulina,,,cf.,tubulosa,,,,,890,genus,Articulina
benthic_forams,Articulina pacifica,Articulina pacifica,,,,Articulina,,,,pacifica,,,,,890,genus,Articulina
radiolarians,Artobotrys auriculaleporis,Artobotrys auriculaleporis,,,,Artobotrys,,,,auriculaleporis,,,,,86220,genus,Artobotrys
radiolarians,Artobotrys biaurita,Artobotrys biaurita,,,,Artobotrys,,,,biaurita,,,,,86220,genus,Artobotrys
radiolarians,Artophormis barbadensis,Artophormis barbadensis,,,,Artophormis,,,,barbadensis,,,,,426,genus,Artophormis
radiolarians,Artophormis gracilis,Artophormis gracilis,,,,Artophormis,,,,gracilis,,,,,426,genus,Artophormis
benthic_forams,Aschemonella spp.,Aschemonella spp.,,,,Aschemonella,,,,spp.,,,,,424030,genus,Aschemonella
palynology,Asphodelus,Asphodelus sp.,,,,Asphodelus,,,,sp.,,,,,434781,genus,Asphodelus
benthic_forams,Astalocus bradyi,Astacolus bradyi,,,,Astacolus,,,,bradyi,,,,,898,genus,Astacolus
benthic_forams,Astacolus crepidulus,Astacolus crepidulus,,,,Astacolus,,,,crepidulus,,,,,898,genus,Astacolus
benthic_forams,Astacolus parallelus,Astacolus parallelus,,,,Astacolus,,,,parallelus,,,,,898,genus,Astacolus
benthic_forams,Astacolus sp.,Astacolus sp.,,,,Astacolus,,,,sp.,,,,,898,genus,Astacolus
benthic_forams,Astacolus spp.,Astacolus spp.,,,,Astacolus,,,,spp.,,,,,898,genus,Astacolus
palynology,Aster type,Aster sp.,,,,Aster,,,,sp.,,,,Aster type,434784,genus,Aster
benthic_forams,Asterigerina planorbis,Asterigerina planorbis,,,,Asterigerina,,,,planorbis,,,,,899,genus,Asterigerina
benthic_forams,Asterigerina sp.,Asterigerina sp.,,,,Asterigerina,,,,sp.,,,,,899,genus,Asterigerina
benthic_forams,Asterigerina spp.,Asterigerina spp.,,,,Asterigerina,,,,spp.,,,,,899,genus,Asterigerina
benthic_forams,Asterigerinata sp.,Asterigerinata sp.,,,,Asterigerinata,,,,sp.,,,,,900,genus,Asterigerinata
diatoms,Asterolampra acutiloba,Asterolampra acutiloba,,,,Asterolampra,,,,acutiloba,,,,,432982,genus,Asterolampra
diatoms,Asteromphalus arachne,Asterolampra arachne,,,,Asterolampra,,,,arachne,,,,,432982,genus,Asterolampra
diatoms,Asteromphalus cleveanus,Asterolampra cleveanus,,,,Asterolampra,,,,cleveanus,,,,,432982,genus,Asterolampra
diatoms,Asteromphalus concavus,Asterolampra concavus,,,,Asterolampra,,,,concavus,,,,,432982,genus,Asterolampra
diatoms,Asterolampra eximia,Asterolampra eximia,,,,Asterolampra,,,,eximia,,,,,432982,genus,Asterolampra
diatoms,Asterolampra grevillei,Asterolampra grevillei,,,,Asterolampra,,,,grevillei,,,,,432982,genus,Asterolampra
diatoms,Asterolampra marylandica,Asterolampra marylandica,,,,Asterolampra,,,,marylandica,,,,,454003,species,Asterolampra marylandica
diatoms; diatoms,Asteromphalus brookei; Astromphalus brookei,Asteromphalus brookei,genus misspelled,,,Asteromphalus,,,,brookei,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus darwinii in Koizumi 1968,Asteromphalus darwinii,,,,Asteromphalus,,,,darwinii,,,,Asteromphalus darwinii in Koizumi 1968,82148,genus,Asteromphalus
diatoms,Asteromphalus elegans,Asteromphalus elegans,,,,Asteromphalus,,,,elegans,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus flabellatus,Asteromphalus flabellatus,,,,Asteromphalus,,,,flabellatus,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus grevillei,Asteromphalus grevillei,,,,Asteromphalus,,,,grevillei,,,,,82148,genus,Asteromphalus
diatoms; diatoms,Asteromphalus hookeri; Asteromphalus hookerii,Asteromphalus hookeri,,,,Asteromphalus,,,,hookeri,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus hyalinus,Asteromphalus hyalinus,,,,Asteromphalus,,,,hyalinus,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus kennettii,Asteromphalus kennettii,,,,Asteromphalus,,,,kennettii,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus parvulus,Asteromphalus parvulus,,,,Asteromphalus,,,,parvulus,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus robustus,Asteromphalus robustus,,,,Asteromphalus,,,,robustus,,,,,82148,genus,Asteromphalus
diatoms,Asteromphalus spp.,Asteromphalus spp.,,,,Asteromphalus,,,,spp.,,,,,82148,genus,Asteromphalus
