dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,344-U1413C-22R-2-A,344,U1413,C,22,22-2,R,2,A,93,98,374.43,374.48,,slight [drilling disturbance],2,biogenic [Leg339],sandstone [USGS],,5GY 5/2 (dark apple greenish gray),biogenic   sandstone ,biogenic  sandstone ,silt [W22_1],2,sand [W22_1],3,"biogenic fragments are dominated by tube-like structure probably made out of chitin and abundant shell fragments, foraminifers and pyrite.",,,,,,,,,,,,moderate [B06],3,,,,,,,,215
,344-U1413C-22R-2-A,344,U1413,C,22,22-2,R,2,A,98,131,374.48,374.81,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,216
,344-U1413C-22R-2-A,344,U1413,C,22,22-2,R,2,A,131,132,374.81,374.82,,slight [drilling disturbance],2,biogenic [Leg339],sandstone [USGS],,5GY 5/2 (dark apple greenish gray),biogenic   sandstone ,biogenic  sandstone ,silt [W22_1],2,sand [W22_1],3,"biogenic fragments are dominated by tube-like structure probably made out of chitin and abundant shell fragments, foraminifers and pyrite.",,,,,,,,,,,,moderate [B06],3,,,,,,,,217
,344-U1413C-22R-2-A,344,U1413,C,22,22-2,R,2,A,132,150,374.82,375,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,218
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,0,28,375,375.28,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,219
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,28,30,375.28,375.3,,slight [drilling disturbance],2,biogenic [Leg339],sandstone [USGS],,5GY 5/2 (dark apple greenish gray),biogenic   sandstone ,biogenic  sandstone ,silt [W22_1],2,sand [W22_1],3,"biogenic fragments are dominated by tube-like structure probably made out of chitin and abundant shell fragments, foraminifers and pyrite.",,,,,,,,,,,,moderate [B06],3,,,,,,,,220
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,30,41,375.3,375.41,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,221
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,41,48,375.41,375.48,,slight [drilling disturbance],2,biogenic [Leg339],sandstone [USGS],,5GY 5/2 (dark apple greenish gray),biogenic   sandstone ,biogenic  sandstone ,silt [W22_1],2,sand [W22_1],3,"biogenic fragments are dominated by tube-like structure probably made out of chitin and abundant shell fragments, foraminifers and pyrite.",,,,,,,,,,,,moderate [B06],3,,,,,,,,222
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,48,62,375.48,375.62,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,223
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,62,67,375.62,375.67,,slight [drilling disturbance],2,biogenic [Leg339],sandstone [USGS],,5GY 5/2 (dark apple greenish gray),biogenic   sandstone ,biogenic  sandstone ,silt [W22_1],2,sand [W22_1],3,"biogenic fragments are dominated by tube-like structure probably made out of chitin and abundant shell fragments, foraminifers and pyrite.",,,,,,,,,,,,moderate [B06],3,,,,,,,,224
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,67,80,375.67,375.8,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,225
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,80,83,375.8,375.83,,slight [drilling disturbance],2,biogenic [Leg339],sandstone [USGS],,5GY 5/2 (dark apple greenish gray),biogenic   sandstone ,biogenic  sandstone ,silt [W22_1],2,sand [W22_1],3,"biogenic fragments are dominated by tube-like structure probably made out of chitin and abundant shell fragments, foraminifers and pyrite.",,,,,,,,,,,,moderate [B06],3,,,,,,,,226
,344-U1413C-22R-3-A,344,U1413,C,22,22-3,R,3,A,83,150,375.83,376.5,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,227
,344-U1413C-22R-4-A,344,U1413,C,22,22-4,R,4,A,0,90,376.5,377.4,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,228
,344-U1413C-22R-4-A,344,U1413,C,22,22-4,R,4,A,90,119,377.4,377.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,229
,344-U1413C-22R-5-A,344,U1413,C,22,22-5,R,5,A,0,150,377.69,379.19,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,230
,344-U1413C-22R-6-A,344,U1413,C,22,22-6,R,6,A,0,150,379.19,380.69,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,231
,344-U1413C-22R-7-A,344,U1413,C,22,22-7,R,7,A,0,2,380.69,380.71,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,232
,344-U1413C-22R-7-A,344,U1413,C,22,22-7,R,7,A,2,4,380.71,380.73,,slight [drilling disturbance],2,biogenic [Leg339],sandstone [USGS],,5GY 5/2 (dark apple greenish gray),biogenic   sandstone ,biogenic  sandstone ,silt [W22_1],2,sand [W22_1],3,"biogenic fragments are dominated by tube-like structure probably made out of chitin and abundant shell fragments, foraminifers and pyrite.",,,,,,,,,,,,moderate [B06],3,,,,,,,,233
,344-U1413C-22R-7-A,344,U1413,C,22,22-7,R,7,A,4,105,380.73,381.74,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,234
,344-U1413C-22R-CC-A,344,U1413,C,22,22-CC,R,CC,A,0,24,381.74,381.98,fractured,slight [drilling disturbance],2,silty,claystone [USGS],,5GY 3/1 (very dark greenish gray),silty  claystone ,silty claystone ,silt [W22_1],2,silt [W22_1],2,"biogenic fragments (foraminifers, common pyrite), mildly calcareous matrix, some tube like, non-calcerous, non-silica biogenic structures.",,,,,,,,,,,,common [B06],4,,,,,,,,235
,344-U1413C-23R-1-A,344,U1413,C,23,23-1,R,1,A,0,132,381.7,383.02,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,236
,344-U1413C-23R-2-A,344,U1413,C,23,23-2,R,2,A,0,62,383.02,383.64,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,237
,344-U1413C-23R-2-A,344,U1413,C,23,23-2,R,2,A,62,65,383.64,383.67,fractured,slight [drilling disturbance],2,,tuff [MMK88],,N 4 (dark gray),tuff ,tuff ,silt [W22_1],2,silt [W22_1],2,light-colored slumpy bed of well-sorted tephra,,,,,,,,,,,,,,,,,,,,,238
,344-U1413C-23R-2-A,344,U1413,C,23,23-2,R,2,A,65,150,383.67,384.52,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,239
,344-U1413C-23R-3-A,344,U1413,C,23,23-3,R,3,A,0,5,384.52,384.57,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,240
,344-U1413C-23R-3-A,344,U1413,C,23,23-3,R,3,A,5,9,384.57,384.61,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,241
,344-U1413C-23R-3-A,344,U1413,C,23,23-3,R,3,A,9,117,384.61,385.69,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,242
,344-U1413C-23R-3-A,344,U1413,C,23,23-3,R,3,A,117,121,385.69,385.73,,,,,,,,,,,,,,,,,,,,,,,,,,,4,MBIO,,,,,,,243
,344-U1413C-23R-3-A,344,U1413,C,23,23-3,R,3,A,121,152,385.73,386.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,244
,344-U1413C-23R-4-A,344,U1413,C,23,23-4,R,4,A,0,122,386.04,387.26,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite (up to mm-size?); rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,245
,344-U1413C-23R-5-A,344,U1413,C,23,23-5,R,5,A,0,150,387.26,388.76,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, small shell fragments, calcareous matrix, glauconite at 128 to 131 cm",,,,,,,,,,,,common [B06],4,,,,,,,,246
,344-U1413C-23R-6-A,344,U1413,C,23,23-6,R,6,A,0,150,388.76,390.26,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite, , but decreasing with depth; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,247
,344-U1413C-23R-7-A,344,U1413,C,23,23-7,R,7,A,0,120,390.26,391.46,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite, but decreasing with depth; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,248
,344-U1413C-23R-CC-A,344,U1413,C,23,23-CC,R,CC,A,0,21,391.46,391.67,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,249
,344-U1413C-24R-1-A,344,U1413,C,24,24-1,R,1,A,0,131,391.4,392.71,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare shell fragments, weakly calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,250
,344-U1413C-24R-2-A,344,U1413,C,24,24-2,R,2,A,0,147,392.71,394.18,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,251
,344-U1413C-24R-3-A,344,U1413,C,24,24-3,R,3,A,0,112,394.18,395.3,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,252
,344-U1413C-24R-3-A,344,U1413,C,24,24-3,R,3,A,112,142,395.3,395.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,253
,344-U1413C-24R-4-A,344,U1413,C,24,24-4,R,4,A,0,150,395.6,397.1,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,severe drilling disturbance between 72-78 cm,,,,,,,254
,344-U1413C-24R-5-A,344,U1413,C,24,24-5,R,5,A,0,120,397.1,398.3,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,255
,344-U1413C-24R-5-A,344,U1413,C,24,24-5,R,5,A,120,134,398.3,398.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAMM,,,,,,,256
,344-U1413C-24R-5-A,344,U1413,C,24,24-5,R,5,A,134,150,398.44,398.6,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, small shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,257
,344-U1413C-24R-6-A,344,U1413,C,24,24-6,R,6,A,0,150,398.6,400.1,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,258
,344-U1413C-24R-7-A,344,U1413,C,24,24-7,R,7,A,0,22,400.1,400.32,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,259
,344-U1413C-24R-7-A,344,U1413,C,24,24-7,R,7,A,22,35,400.32,400.45,fractured,moderate [drilling disturbance],4,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"siltstone with elongated thin sandstone patch enriched in foraminifera.

",,,,,,,,,,,,common [B06],4,,,,,,,,260
,344-U1413C-24R-7-A,344,U1413,C,24,24-7,R,7,A,35,76,400.45,400.86,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,261
,344-U1413C-24R-7-A,344,U1413,C,24,24-7,R,7,A,76,116,400.86,401.26,breccia,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite, presence of organic material,calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,262
,344-U1413C-24R-CC-A,344,U1413,C,24,24-CC,R,CC,A,0,16,401.26,401.42,fragmented,severe [drilling disturbance],7,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,263
,344-U1413C-24R-CC-A,344,U1413,C,24,24-CC,R,CC,A,16,25,401.42,401.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,264
,344-U1413C-25R-1-A,344,U1413,C,25,25-1,R,1,A,0,134,401.1,402.44,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,265
,344-U1413C-25R-1-A,344,U1413,C,25,25-1,R,1,A,134,150,402.44,402.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAIT,,,,,,,266
,344-U1413C-25R-2-A,344,U1413,C,25,25-2,R,2,A,0,134,402.6,403.94,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common foraminifera, common pyrite; rare, shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,267
,344-U1413C-25R-2-A,344,U1413,C,25,25-2,R,2,A,134,150,403.94,404.1,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, common foraminifera, common pyrite; rare, shell fragments, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,268
,344-U1413C-25R-3-A,344,U1413,C,25,25-3,R,3,A,0,56,404.1,404.66,fractured,high [drilling disturbance],6,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with abundant disseminated glauconite, common shell fragments, common foraminifera, common pyrite, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,269
,344-U1413C-25R-3-A,344,U1413,C,25,25-3,R,3,A,56,88,404.66,404.98,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, rare shell fragments, common foraminifera, common pyrite, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,270
,344-U1413C-25R-3-A,344,U1413,C,25,25-3,R,3,A,88,94,404.98,405.04,fractured,high [drilling disturbance],6,sandy-silty [Leg339],limestone [USGS],,5B 5/1 (bluish gray),sandy-silty   limestone ,sandy-silty  limestone ,silt [W22_1],2,silt [W22_1],2,with glauconite,,,,,,,,,,,,absent [B06],0,,,,,,,,271
,344-U1413C-25R-3-A,344,U1413,C,25,25-3,R,3,A,94,150,405.04,405.6,fractured,moderate [drilling disturbance],4,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated glauconite, rare shell fragments, common foraminifera, common pyrite, calcareous matrix",,,,,,,,,,,,common [B06],4,,,,,,,,272
