Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Color(name),Lithology Prefix,Lithology Principal Name,Classification,Lithology Suffix,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
"334-U1378B-38X-3-A, 0-61",334,U1378,B,38,38-3,X,3,A,0,61,312.3,312.91,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,493
"334-U1378B-38X-3-A, 61-68",334,U1378,B,38,38-3,X,3,A,61,68,312.91,312.98,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,consolidated,"Dark grey, pinkish tones.",,,,,,494
"334-U1378B-38X-3-A, 68-79",334,U1378,B,38,38-3,X,3,A,68,79,312.98,313.09,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,495
"334-U1378B-38X-3-A, 79-83",334,U1378,B,38,38-3,X,3,A,79,83,313.09,313.13,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,consolidated,"Dark grey, pinkish tones.",,,,,,496
"334-U1378B-38X-3-A, 83-150",334,U1378,B,38,38-3,X,3,A,83,150,313.13,313.8,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,497
"334-U1378B-38X-4-A, 0-98",334,U1378,B,38,38-4,X,4,A,0,98,313.8,314.78,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,498
"334-U1378B-38X-CC-A, 0-48",334,U1378,B,38,38-CC,X,CC,A,0,48,314.78,315.26,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,499
"334-U1378B-39X-1-A, 0-150",334,U1378,B,39,39-1,X,1,A,0,150,314.5,316,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,500
"334-U1378B-39X-2-A, 0-150",334,U1378,B,39,39-2,X,2,A,0,150,316,317.5,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,501
"334-U1378B-39X-3-A, 0-150",334,U1378,B,39,39-3,X,3,A,0,150,317.5,319,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,502
"334-U1378B-39X-4-A, 0-150",334,U1378,B,39,39-4,X,4,A,0,150,319,320.5,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,503
"334-U1378B-39X-5-A, 0-150",334,U1378,B,39,39-5,X,5,A,0,150,320.5,322,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,504
"334-U1378B-39X-6-A, 0-127",334,U1378,B,39,39-6,X,6,A,0,127,322,323.27,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,505
"334-U1378B-39X-7-A, 0-6",334,U1378,B,39,39-7,X,7,A,0,6,323.27,323.33,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,506
"334-U1378B-39X-7-A, 6-15",334,U1378,B,39,39-7,X,7,A,6,15,323.33,323.42,5GY 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,cemented,calcareous cemented,,,,,,507
"334-U1378B-39X-7-A, 15-35",334,U1378,B,39,39-7,X,7,A,15,35,323.42,323.62,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,508
"334-U1378B-39X-CC-A, 0-35",334,U1378,B,39,39-CC,X,CC,A,0,35,323.82,324.17,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,well consolidated,,,,,,,509
"334-U1378B-39X-CC-A, 35-39",334,U1378,B,39,39-CC,X,CC,A,35,39,324.17,324.21,N 6,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,,,,,,510
"334-U1378B-39X-CC-A, 39-53",334,U1378,B,39,39-CC,X,CC,A,39,53,324.21,324.35,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,fine silt [U14W22],,consolidated,,,,,,,511
"334-U1378B-40X-1-A, 0-150",334,U1378,B,40,40-1,X,1,A,0,150,324.2,325.7,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,512
"334-U1378B-40X-2-A, 0-150",334,U1378,B,40,40-2,X,2,A,0,150,325.7,327.2,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,513
"334-U1378B-40X-3-A, 0-110",334,U1378,B,40,40-3,X,3,A,0,110,327.2,328.3,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,514
"334-U1378B-40X-4-A, 0-115",334,U1378,B,40,40-4,X,4,A,0,115,328.3,329.45,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,515
"334-U1378B-40X-5-A, 0-51",334,U1378,B,40,40-5,X,5,A,0,51,329.45,329.96,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,516
"334-U1378B-40X-5-A, 51-55",334,U1378,B,40,40-5,X,5,A,51,55,329.96,330,2.5YR 5/2,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,consolidated,,,,,,,517
"334-U1378B-40X-5-A, 55-78",334,U1378,B,40,40-5,X,5,A,55,78,330,330.23,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,518
"334-U1378B-40X-5-A, 78-80",334,U1378,B,40,40-5,X,5,A,78,80,330.23,330.25,N 3,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],,soft,,,,,,,519
"334-U1378B-40X-5-A, 80-103",334,U1378,B,40,40-5,X,5,A,80,103,330.25,330.48,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,520
"334-U1378B-40X-5-A, 103-106",334,U1378,B,40,40-5,X,5,A,103,106,330.48,330.51,7.5YR 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,521
"334-U1378B-40X-5-A, 106-150",334,U1378,B,40,40-5,X,5,A,106,150,330.51,330.95,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,522
"334-U1378B-40X-6-A, 0-150",334,U1378,B,40,40-6,X,6,A,0,150,330.95,332.45,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,523
"334-U1378B-40X-7-A, 0-26",334,U1378,B,40,40-7,X,7,A,0,26,332.45,332.71,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,524
"334-U1378B-40X-7-A, 26-32",334,U1378,B,40,40-7,X,7,A,26,32,332.71,332.77,10YR 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,,,,,,525
"334-U1378B-40X-7-A, 26-112",334,U1378,B,40,40-7,X,7,A,26,112,332.71,333.57,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,526
"334-U1378B-40X-CC-A, 0-38",334,U1378,B,40,40-CC,X,CC,A,0,38,333.57,333.95,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,fine silt [U14W22],,well consolidated,slightly calcareous,,,,,,527
"334-U1378B-41X-1-A, 0-150",334,U1378,B,41,41-1,X,1,A,0,150,333.7,335.2,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,528
"334-U1378B-41X-2-A, 0-150",334,U1378,B,41,41-2,X,2,A,0,150,335.2,336.7,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,529
"334-U1378B-41X-3-A, 0-150",334,U1378,B,41,41-3,X,3,A,0,150,336.7,338.2,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,530
"334-U1378B-41X-4-A, 0-150",334,U1378,B,41,41-4,X,4,A,0,150,338.2,339.7,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,531
"334-U1378B-41X-5-A, 0-136",334,U1378,B,41,41-5,X,5,A,0,136,339.7,341.06,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,532
"334-U1378B-41X-6-A, 0-42",334,U1378,B,41,41-6,X,6,A,0,42,341.06,341.48,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,533
"334-U1378B-41X-6-A, 42-49",334,U1378,B,41,41-6,X,6,A,42,49,341.48,341.55,N 4,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,well consolidated,,,,,,,534
"334-U1378B-41X-6-A, 49-150",334,U1378,B,41,41-6,X,6,A,49,150,341.55,342.56,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,535
"334-U1378B-41X-7-A, 0-58",334,U1378,B,41,41-7,X,7,A,0,58,342.56,343.14,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,536
"334-U1378B-41X-CC-A, 0-57",334,U1378,B,41,41-CC,X,CC,A,0,57,343.14,343.71,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,,,,,537
"334-U1378B-42X-1-A, 0-150",334,U1378,B,42,42-1,X,1,A,0,150,343.4,344.9,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,,,,,,538
"334-U1378B-42X-2-A, 0-150",334,U1378,B,42,42-2,X,2,A,0,150,344.9,346.4,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,,,,,,539
"334-U1378B-42X-3-A, 0-96",334,U1378,B,42,42-3,X,3,A,0,96,346.4,347.36,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,,,,,,540
"334-U1378B-42X-4-A, 0-150",334,U1378,B,42,42-4,X,4,A,0,150,347.36,348.86,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,,,,,,541
"334-U1378B-42X-5-A, 0-150",334,U1378,B,42,42-5,X,5,A,0,150,348.86,350.36,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,,,,,,542
"334-U1378B-42X-6-A, 0-93",334,U1378,B,42,42-6,X,6,A,0,93,350.36,351.29,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,,,,,,543
"334-U1378B-42X-CC-A, 0-47",334,U1378,B,42,42-CC,X,CC,A,0,47,351.29,351.76,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,,,,,,544
"334-U1378B-43X-1-A, 0-87",334,U1378,B,43,43-1,X,1,A,0,87,353,353.87,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,545
"334-U1378B-43X-1-A, 87-92",334,U1378,B,43,43-1,X,1,A,87,92,353.87,353.92,10Y 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,well consolidated,slightly calcareous,,,,,,546
"334-U1378B-43X-1-A, 92-150",334,U1378,B,43,43-1,X,1,A,92,150,353.92,354.5,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,547
"334-U1378B-43X-2-A, 0-150",334,U1378,B,43,43-2,X,2,A,0,150,354.5,356,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,548
"334-U1378B-43X-3-A, 0-146",334,U1378,B,43,43-3,X,3,A,0,146,356,357.46,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,549
"334-U1378B-43X-4-A, 0-70",334,U1378,B,43,43-4,X,4,A,0,70,357.46,358.16,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,550
"334-U1378B-43X-5-A, 0-87",334,U1378,B,43,43-5,X,5,A,0,87,358.16,359.03,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,551
"334-U1378B-43X-6-A, 0-13",334,U1378,B,43,43-6,X,6,A,0,13,359.03,359.16,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,552
"334-U1378B-43X-6-A, 13-14",334,U1378,B,43,43-6,X,6,A,13,14,359.16,359.17,10Y 6/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,,,,,553
"334-U1378B-43X-6-A, 14-150",334,U1378,B,43,43-6,X,6,A,14,150,359.17,360.53,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,554
"334-U1378B-43X-7-A, 0-108",334,U1378,B,43,43-7,X,7,A,0,108,360.53,361.61,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,555
"334-U1378B-43X-CC-A, 0-43",334,U1378,B,43,43-CC,X,CC,A,0,43,361.61,362.04,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,556
"334-U1378B-44X-1-A, 0-115",334,U1378,B,44,44-1,X,1,A,0,115,361.9,363.05,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,slightly calcareous,,,,,,557
"334-U1378B-44X-2-A, 0-58",334,U1378,B,44,44-2,X,2,A,0,58,363.05,363.63,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,slightly calcareous,,,,,,558
"334-U1378B-44X-CC-A, 0-39",334,U1378,B,44,44-CC,X,CC,A,0,39,363.63,364.02,5GY 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,slightly calcareous,,,,,,559
"334-U1378B-45X-1-A, 0-143.5",334,U1378,B,45,45-1,X,1,A,0,143.5,366.6,368.035,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,560
"334-U1378B-45X-1-A, 143.5-145",334,U1378,B,45,45-1,X,1,A,143.5,145,368.035,368.05,5Y 6/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,,,,,,561
"334-U1378B-45X-1-A, 145-148",334,U1378,B,45,45-1,X,1,A,145,148,368.05,368.08,N 3,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,,,,,,,562
"334-U1378B-45X-1-A, 148-150",334,U1378,B,45,45-1,X,1,A,148,150,368.08,368.1,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,well consolidated,slightly calcareous,,,,,,563
"334-U1378B-45X-2-A, 0-90",334,U1378,B,45,45-2,X,2,A,0,90,368.1,369,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,,,well consolidated,slightly calcareous,,,,,,564
"334-U1378B-45X-2-A, 90-96",334,U1378,B,45,45-2,X,2,A,90,96,369,369.06,10YR 7/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,well consolidated,,,,,,,565
"334-U1378B-45X-2-A, 96-100",334,U1378,B,45,45-2,X,2,A,96,100,369.06,369.1,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,566
"334-U1378B-45X-3-A, 0-88",334,U1378,B,45,45-3,X,3,A,0,88,369.1,369.98,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,,,well consolidated,slightly calcareous,,,,,,567
"334-U1378B-45X-4-A, 0-150",334,U1378,B,45,45-4,X,4,A,0,150,369.98,371.48,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,,,well consolidated,slightly calcareous,,,,,,568
"334-U1378B-45X-5-A, 0-150",334,U1378,B,45,45-5,X,5,A,0,150,371.48,372.98,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,,,well consolidated,slightly calcareous,,,,,,569
"334-U1378B-45X-6-A, 0-53",334,U1378,B,45,45-6,X,6,A,0,53,372.48,373.01,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,570
"334-U1378B-45X-6-A, 0-53",334,U1378,B,45,45-6,X,6,A,0,53,372.48,373.01,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,,,well consolidated,slightly calcareous,,,,,,571
"334-U1378B-45X-CC-A, 0-40",334,U1378,B,45,45-CC,X,CC,A,0,40,373.01,373.41,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,572
"334-U1378B-46X-1-A, 0-150",334,U1378,B,46,46-1,X,1,A,0,150,371.6,373.1,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,573
"334-U1378B-46X-2-A, 0-150",334,U1378,B,46,46-2,X,2,A,0,150,373.1,374.6,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,574
"334-U1378B-46X-3-A, 0-100",334,U1378,B,46,46-3,X,3,A,0,100,374.6,375.6,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,575
"334-U1378B-46X-4-A, 0-58",334,U1378,B,46,46-4,X,4,A,0,58,375.6,376.18,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,576
"334-U1378B-46X-CC-A, 0-39",334,U1378,B,46,46-CC,X,CC,A,0,39,376.18,376.57,5GY 3/1,,silty sand [S54],"Shepard, 1954",,silty sand,very fine sand [U14W22],,well consolidated,slightly calcareous,,,,,,577
"334-U1378B-47X-1-A, 0-150",334,U1378,B,47,47-1,X,1,A,0,150,376.9,378.4,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,lithified,,,,,,,578
"334-U1378B-47X-2-A, 0-130",334,U1378,B,47,47-2,X,2,A,0,130,378.4,379.7,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,lithified,,,,,,,579
"334-U1378B-47X-3-A, 0-150",334,U1378,B,47,47-3,X,3,A,0,150,379.7,381.2,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,lithified,,,,,,,580
"334-U1378B-47X-4-A, 0-150",334,U1378,B,47,47-4,X,4,A,0,150,381.2,382.7,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,lithified,,,,,,,581
"334-U1378B-47X-5-A, 0-106",334,U1378,B,47,47-5,X,5,A,0,106,382.7,383.76,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,582
"334-U1378B-47X-5-A, 0-106",334,U1378,B,47,47-5,X,5,A,0,106,382.7,383.76,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,lithified,,,,,,,583
"334-U1378B-47X-CC-A, 0-40",334,U1378,B,47,47-CC,X,CC,A,0,40,383.76,384.16,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,584
"334-U1378B-47X-CC-A, 0-40",334,U1378,B,47,47-CC,X,CC,A,0,40,383.76,384.16,5GY 3/1,,siltstone [S54],"Shepard, 1954",,siltstone,silt [U14W22],,lithified,,,,,,,585
"334-U1378B-48X-1-A, 0-122",334,U1378,B,48,48-1,X,1,A,0,122,381.9,383.12,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,586
"334-U1378B-48X-2-A, 0-150",334,U1378,B,48,48-2,X,2,A,0,150,383.12,384.62,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,587
"334-U1378B-48X-3-A, 0-31",334,U1378,B,48,48-3,X,3,A,0,31,384.62,384.93,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,588
"334-U1378B-48X-3-A, 31-35",334,U1378,B,48,48-3,X,3,A,31,35,384.93,384.97,10YR 6/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,soft,,,,,,,589
"334-U1378B-48X-3-A, 35-150",334,U1378,B,48,48-3,X,3,A,35,150,384.97,386.12,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,590
"334-U1378B-48X-4-A, 0-150",334,U1378,B,48,48-4,X,4,A,0,150,386.12,387.62,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,591
"334-U1378B-48X-5-A, 0-54",334,U1378,B,48,48-5,X,5,A,0,54,387.62,388.16,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,592
"334-U1378B-48X-CC-A, 0-48",334,U1378,B,48,48-CC,X,CC,A,0,48,388.16,388.64,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,,,,,,,593
"334-U1378B-49X-1-A, 0-150",334,U1378,B,49,49-1,X,1,A,0,150,390.6,392.1,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,594
"334-U1378B-49X-2-A, 0-150",334,U1378,B,49,49-2,X,2,A,0,150,392.1,393.6,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,595
"334-U1378B-49X-3-A, 0-138",334,U1378,B,49,49-3,X,3,A,0,138,393.3,394.68,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,596
"334-U1378B-49X-4-A, 0-150",334,U1378,B,49,49-4,X,4,A,0,150,394.68,396.18,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,597
"334-U1378B-49X-5-A, 0-141",334,U1378,B,49,49-5,X,5,A,0,141,396.18,397.59,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,598
"334-U1378B-49X-6-A, 0-117",334,U1378,B,49,49-6,X,6,A,0,117,397.59,398.76,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,599
"334-U1378B-49X-7-A, 0-51",334,U1378,B,49,49-7,X,7,A,0,51,398.76,399.27,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,600
"334-U1378B-49X-8-A, 0-118",334,U1378,B,49,49-8,X,8,A,0,118,399.27,400.45,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,601
"334-U1378B-49X-CC-A, 0-43",334,U1378,B,49,49-CC,X,CC,A,0,43,400.45,400.88,5GY 2.5/1,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],rounded (Default),soft,Grain size varies from very  fine to a few coarse sand beds.  In general sandy beds are massive with erosive bases.,,,,,,602
"334-U1378B-50X-1-A, 0-12",334,U1378,B,50,50-1,X,1,A,0,12,400.1,400.22,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,603
"334-U1378B-50X-1-A, 12-16",334,U1378,B,50,50-1,X,1,A,12,16,400.22,400.26,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,604
"334-U1378B-50X-1-A, 16-17",334,U1378,B,50,50-1,X,1,A,16,17,400.26,400.27,5YR 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,,,,,605
"334-U1378B-50X-1-A, 17-33",334,U1378,B,50,50-1,X,1,A,17,33,400.27,400.43,5GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,lithified,,,,,,,606
"334-U1378B-50X-1-A, 33-43",334,U1378,B,50,50-1,X,1,A,33,43,400.43,400.53,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,607
"334-U1378B-50X-1-A, 43-75",334,U1378,B,50,50-1,X,1,A,43,75,400.53,400.85,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,608
"334-U1378B-50X-1-A, 75-89",334,U1378,B,50,50-1,X,1,A,75,89,400.85,400.99,5GY 2.5/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,lithified,,,,,,,609
"334-U1378B-50X-1-A, 89-90",334,U1378,B,50,50-1,X,1,A,89,90,400.99,401,10B 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,well consolidated,,,,,,,610
"334-U1378B-50X-1-A, 90-99",334,U1378,B,50,50-1,X,1,A,90,99,401,401.09,5GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,lithified,,,,,,,611
"334-U1378B-50X-1-A, 99-120",334,U1378,B,50,50-1,X,1,A,99,120,401.09,401.3,5GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,lithified,,,,,,,612
