verbatim_name,taxon_group,genus name,_simplified_name,species name,subspecies name,_merge_approved
Helicopontosphaera compacta (q),nannofossils,Helicopontosphaera,Helicopontosphaera compacta,compacta,,left_only
Loxostomum normale,benthic_foraminfera,Loxostomum,Loxostomum normale,normale,,left_only
Marginulinopsis arimensis,benthic_foraminfera,Marginulinopsis,Marginulinopsis arimensis,arimensis,,left_only
Paralia sp.,diatoms,Paralia,Paralia sp.,sp.,,left_only
Calocyclas extensa,radiolarians,Calocyclas,Calocyclas extensa,extensa,,left_only
Globigerinoides subquadratus subelongatus,planktic_foraminfera,Globigerinoides,Globigerinoides subquadratus subelongatus,subquadratus,subelongatus,left_only
Ranunculaceae,pollen,Ranunculaceae,Ranunculaceae,,,left_only
Laevigatosporites ovatus,pollen,Laevigatosporites,Laevigatosporites ovatus,ovatus,,left_only
Frondicularia archiacana (q),benthic_foraminfera,Frondicularia,Frondicularia archiacana,archiacana,,left_only
Thalassiosira dubiosa,diatoms,Thalassiosira,Thalassiosira dubiosa,dubiosa,,left_only
Globigerinoides ruber ruber (white),planktic_foraminfera,Globigerinoides,Globigerinoides ruber ruber,ruber,ruber,left_only
Globorotalia apanthesma,planktic_foraminfera,Globorotalia,Globorotalia apanthesma,apanthesma,,left_only
Distephanus sp.(q),silicoflagellates,Distephanus,Distephanus sp.,sp.,,left_only
Glomospira sp.,benthic_foraminfera,Glomospira,Glomospira sp.,sp.,,both
Globigerinoides higginsi,planktic_foraminfera,Globigerinoides,Globigerinoides higginsi,higginsi,,left_only
Stichocorys sp.(q),radiolarians,Stichocorys,Stichocorys sp.,sp.,,both
Chiastozygus disgregatus,nannofossils,Chiastozygus,Chiastozygus disgregatus,disgregatus,,left_only
Plectofrondicularia jarvisi,benthic_foraminfera,Plectofrondicularia,Plectofrondicularia jarvisi,jarvisi,,left_only
Pseudotriquetrorhabdulus inversus,nannofossils,Pseudotriquetrorhabdulus,Pseudotriquetrorhabdulus inversus,inversus,,both
Dictyocha subarctios,silicoflagellates,Dictyocha,Dictyocha subarctios,subarctios,,left_only
Anthocyrtidium ovata,radiolarians,Anthocyrtidium,Anthocyrtidium ovata,ovata,,left_only
Thalassiosira praeconvexa,diatoms,Thalassiosira,Thalassiosira praeconvexa,praeconvexa,,both
Cambretaceae,pollen,Cambretaceae,Cambretaceae,,,left_only
Bolivina sp.,benthic_foraminfera,Bolivina,Bolivina sp.,sp.,,both
Spongaster tetras (q),radiolarians,Spongaster,Spongaster tetras,tetras,,both
Cytheropteron eremitum,ostracods,Cytheropteron,Cytheropteron eremitum,eremitum,,left_only
Truncorotaloides collacteus (q),planktic_foraminfera,Truncorotaloides,Truncorotaloides collacteus,collacteus,,left_only
Lygodium balmei (q),pollen,Lygodium,Lygodium balmei,balmei,,left_only
Craspedodiscus elegans,diatoms,Craspedodiscus,Craspedodiscus elegans,elegans,,both
Pentadinium taeniagerum (q),dinoflagellates,Pentadinium,Pentadinium taeniagerum,taeniagerum,,left_only
Goniothecium odontella,diatoms,Goniothecium,Goniothecium odontella,odontella,,both
Distephanus speculum speculum septenarius,silicoflagellates,Distephanus,Distephanus speculum speculum septenarius,speculum,,left_only
Stainforthia loeblichi,benthic_foraminfera,Stainforthia,Stainforthia loeblichi,loeblichi,,left_only
Cyclococcolithina formosa (q),nannofossils,Cyclococcolithina,Cyclococcolithina formosa,formosa,,left_only
Eribotrys sp.,radiolarians,Eribotrys,Eribotrys sp.,sp.,,left_only
Lithopilium sphaerocephalum,radiolarians,Lithopilium,Lithopilium sphaerocephalum,sphaerocephalum,,left_only
Globorotalia pseudomiocenica (q),planktic_foraminfera,Globorotalia,Globorotalia pseudomiocenica,pseudomiocenica,,both
Candiena sp.,benthic_foraminfera,Candiena,Candiena sp.,sp.,,left_only
Lenticulina velascoensis,benthic_foraminfera,Lenticulina,Lenticulina velascoensis,velascoensis,,left_only
Siphogenerina raphanus,benthic_foraminfera,Siphogenerina,Siphogenerina raphanus,raphanus,,left_only
Deflandrius cretaceus,nannofossils,Deflandrius,Deflandrius cretaceus,cretaceus,,left_only
Arachnocorys circumtexta,radiolarians,Arachnocorys,Arachnocorys circumtexta,circumtexta,,left_only
Cyrtophormis armata,radiolarians,Cyrtophormis,Cyrtophormis armata,armata,,left_only
Mediaria splendida tenera,diatoms,Mediaria,Mediaria splendida tenera,splendida,tenera,left_only
Dictyocha fibula rotunda (q),silicoflagellates,Dictyocha,Dictyocha fibula rotunda,fibula,rotunda,left_only
Discoaster woodringii (q),nannofossils,Discoaster,Discoaster woodringii,woodringii,,left_only
Pedinocyclus larvalis (q),nannofossils,Pedinocyclus,Pedinocyclus larvalis,larvalis,,both
Coscinodiscus kuetzingii,diatoms,Coscinodiscus,Coscinodiscus kuetzingii,kuetzingii,,left_only
Cibicides robertsonianus,benthic_foraminfera,Cibicides,Cibicides robertsonianus,robertsonianus,,both
Polycolpites sp.,pollen,Polycolpites,Polycolpites sp.,sp.,,left_only
Spiroplectammina excolata,benthic_foraminfera,Spiroplectammina,Spiroplectammina excolata,excolata,,left_only
Podocyrtis ampla ampla,radiolarians,Podocyrtis,Podocyrtis ampla ampla,ampla,ampla,left_only
Nitzschia bicapitata (q),diatoms,Nitzschia,Nitzschia bicapitata,bicapitata,,both
Coscinodiscus praepaleaceus,diatoms,Coscinodiscus,Coscinodiscus praepaleaceus,praepaleaceus,,left_only
Catapsydrax martini s.s.,planktic_foraminfera,Catapsydrax,Catapsydrax martini s.s.,martini,s.s.,left_only
Haplophragmoides sp.,benthic_foraminfera,Haplophragmoides,Haplophragmoides sp.,sp.,,both
Coscinodiscus ruboides,diatoms,Coscinodiscus,Coscinodiscus ruboides,ruboides,,left_only
Dictyocha stapedia (q),silicoflagellates,Dictyocha,Dictyocha stapedia,stapedia,,left_only
Eponides repandus,benthic_foraminfera,Eponides,Eponides repandus,repandus,,both
Lychnocanoma bellum,radiolarians,Lychnocanoma,Lychnocanoma bellum,bellum,,both
Spongodiscus rhabdostylus,radiolarians,Spongodiscus,Spongodiscus rhabdostylus,rhabdostylus,,both
Globoquadrina altispira conica,planktic_foraminfera,Globoquadrina,Globoquadrina altispira conica,altispira,conica,left_only
Didymocyrtis antepenultima,radiolarians,Didymocyrtis,Didymocyrtis antepenultima,antepenultima,,both
Calocyclas disparidens,radiolarians,Calocyclas,Calocyclas disparidens,disparidens,,left_only
Bolivina robusta,benthic_foraminfera,Bolivina,Bolivina robusta,robusta,,both
Spiniferites sp.,dinoflagellates,Spiniferites,Spiniferites sp.,sp.,,left_only
Nonionella miocenica stella,benthic_foraminfera,Nonionella,Nonionella miocenica stella,miocenica,stella,left_only
Hypericum,pollen,Hypericum,Hypericum,,,left_only
Diazomatolithus lehmanii,nannofossils,Diazomatolithus,Diazomatolithus lehmanii,lehmanii,,both
Dictyocha aculeata,silicoflagellates,Dictyocha,Dictyocha aculeata,aculeata,,left_only
Eoglobigerina edita,planktic_foraminfera,Eoglobigerina,Eoglobigerina edita,edita,,both
Denticula ikebei,diatoms,Denticula,Denticula ikebei,ikebei,,left_only
Globigerina binaiensis,planktic_foraminfera,Globigerina,Globigerina binaiensis,binaiensis,,left_only
Lagena williamsoni,benthic_foraminfera,Lagena,Lagena williamsoni,williamsoni,,left_only
Anomalina dorri aragonensis,benthic_foraminfera,Anomalina,Anomalina dorri aragonensis,dorri,aragonensis,left_only
Discolithina pulcheroides,nannofossils,Discolithina,Discolithina pulcheroides,pulcheroides,,left_only
Actiniscus tetrasterias,ebridians,Actiniscus,Actiniscus tetrasterias,tetrasterias,,left_only
Bathropyramis woodringi,radiolarians,Bathropyramis,Bathropyramis woodringi,woodringi,,both
Thalassiosira antiqua septata,diatoms,Thalassiosira,Thalassiosira antiqua septata,antiqua,septata,left_only
Baculatisporites sp.,pollen,Baculatisporites,Baculatisporites sp.,sp.,,left_only
Discoaster rufus,nannofossils,Discoaster,Discoaster rufus,rufus,,left_only
Florilus elongatum,benthic_foraminfera,Florilus,Florilus elongatum,elongatum,,left_only
Podosira polita,diatoms,Podosira,Podosira polita,polita,,left_only
Distephanus schauinslandii,silicoflagellates,Distephanus,Distephanus schauinslandii,schauinslandii,,left_only
Discoaster aster,nannofossils,Discoaster,Discoaster aster,aster,,left_only
Botryocella cribrosa,radiolarians,Botryocella,Botryocella cribrosa,cribrosa,,left_only
Stilostomella nuttalli gracillima,benthic_foraminfera,Stilostomella,Stilostomella nuttalli gracillima,nuttalli,gracillima,left_only
Dictyococcites dictyodus (q),nannofossils,Dictyococcites,Dictyococcites dictyodus,dictyodus,,left_only
Discolithina panerium,nannofossils,Discolithina,Discolithina panerium,panerium,,left_only
Nodosaria latejugata (q),benthic_foraminfera,Nodosaria,Nodosaria latejugata,latejugata,,left_only
Neocrepidolithus crassus,nannofossils,Neocrepidolithus,Neocrepidolithus crassus,crassus,,left_only
Marssonella sp.,benthic_foraminfera,Marssonella,Marssonella sp.,sp.,,both
Arachnodiscus sp.,diatoms,Arachnodiscus,Arachnodiscus sp.,sp.,,left_only
Distephanus crux bispinosus mesophthalmos,silicoflagellates,Distephanus,Distephanus crux bispinosus mesophthalmos,crux,,left_only
Distephanus raupii,silicoflagellates,Distephanus,Distephanus raupii,raupii,,left_only
Reticulofenestra hampdenensis ilaevis,nannofossils,Reticulofenestra,Reticulofenestra hampdenensis ilaevis,hampdenensis,ilaevis,left_only
Pyrulinoides curvatura,benthic_foraminfera,Pyrulinoides,Pyrulinoides curvatura,curvatura,,left_only
Thalassiosira oestrupii,diatoms,Thalassiosira,Thalassiosira oestrupii,oestrupii,,left_only
Hystrichokolpoma eisenackii (q),dinoflagellates,Hystrichokolpoma,Hystrichokolpoma eisenackii,eisenackii,,left_only
Valvulineria haitiana,benthic_foraminfera,Valvulineria,Valvulineria haitiana,haitiana,,left_only
Phyllocladidites mawsonii,pollen,Phyllocladidites,Phyllocladidites mawsonii,mawsonii,,left_only
Mesocena binonaria,silicoflagellates,Mesocena,Mesocena binonaria,binonaria,,left_only
Coscinodiscus curvatulus arcuata,diatoms,Coscinodiscus,Coscinodiscus curvatulus arcuata,curvatulus,arcuata,left_only
Globigerina soldadoensis soldadoensis,planktic_foraminfera,Globigerina,Globigerina soldadoensis soldadoensis,soldadoensis,soldadoensis,left_only
Bulimina consanguinea,benthic_foraminfera,Bulimina,Bulimina consanguinea,consanguinea,,left_only
Globigerina decoraperta decoraperta,planktic_foraminfera,Globigerina,Globigerina decoraperta decoraperta,decoraperta,decoraperta,left_only
Hemiaulus dubius,diatoms,Hemiaulus,Hemiaulus dubius,dubius,,left_only
Stylotrochus quadribrachiatus quadribrachiatus,radiolarians,Stylotrochus,Stylotrochus quadribrachiatus quadribrachiatus,quadribrachiatus,quadribrachiatus,left_only
Dictyocha byronalis (q),silicoflagellates,Dictyocha,Dictyocha byronalis,byronalis,,left_only
Ammodochium serotinum,ebridians,Ammodochium,Ammodochium serotinum,serotinum,,left_only
Lamprocyclas sanfilipoae,radiolarians,Lamprocyclas,Lamprocyclas sanfilipoae,sanfilipoae,,left_only
Gaudryina retusa,benthic_foraminfera,Gaudryina,Gaudryina retusa,retusa,,left_only
Globorotalia bononiensis,planktic_foraminfera,Globorotalia,Globorotalia bononiensis,bononiensis,,left_only
Gyroidina delicata,benthic_foraminfera,Gyroidina,Gyroidina delicata,delicata,,left_only
Lenticulina callifera,benthic_foraminfera,Lenticulina,Lenticulina callifera,callifera,,left_only
Zygocircus butschlii,radiolarians,Zygocircus,Zygocircus butschlii,butschlii,,left_only
Coscinodiscus vigilans,diatoms,Coscinodiscus,Coscinodiscus vigilans,vigilans,,left_only
Siphonosphaera hyalina,radiolarians,Siphonosphaera,Siphonosphaera hyalina,hyalina,,left_only
Distephanus speculum speculum (spineless),silicoflagellates,Distephanus,Distephanus speculum speculum,speculum,speculum,left_only
Zygodiscus diplogrammus,nannofossils,Zygodiscus,Zygodiscus diplogrammus,diplogrammus,,left_only
Coccolithis pliopelagicus (q),nannofossils,Coccolithis,Coccolithis pliopelagicus,pliopelagicus,,left_only
Eunotia praerupta,diatoms,Eunotia,Eunotia praerupta,praerupta,,left_only
Carpenteria sp.,benthic_foraminfera,Carpenteria,Carpenteria sp.,sp.,,left_only
Globigerinita howei,planktic_foraminfera,Globigerinita,Globigerinita howei,howei,,left_only
Distephanus staurocanthus (bar),silicoflagellates,Distephanus,Distephanus staurocanthus,staurocanthus,,left_only
Disolenia sp.,radiolarians,Disolenia,Disolenia sp.,sp.,,both
Paramesocena dumitrica,silicoflagellates,Paramesocena,Paramesocena dumitrica,dumitrica,,left_only
Liriogramma hustedtii,diatoms,Liriogramma,Liriogramma hustedtii,hustedtii,,left_only
Globigerina glutinata (q),planktic_foraminfera,Globigerina,Globigerina glutinata,glutinata,,both
Lithamphora corbula,radiolarians,Lithamphora,Lithamphora corbula,corbula,,left_only
Globorotalia humerosa (q),planktic_foraminfera,Globorotalia,Globorotalia humerosa,humerosa,,both
Luehea sp. (q),pollen,Luehea,Luehea sp.,sp.,,left_only
Globorotalia tosaensis tenuitheca,planktic_foraminfera,Globorotalia,Globorotalia tosaensis tenuitheca,tosaensis,tenuitheca,left_only
Bekoma campechensis (q),radiolarians,Bekoma,Bekoma campechensis,campechensis,,both
Helicosphaera lophota,nannofossils,Helicosphaera,Helicosphaera lophota,lophota,,both
Globorotalia nana pseudocontinuosa,planktic_foraminfera,Globorotalia,Globorotalia nana pseudocontinuosa,nana,pseudocontinuosa,left_only
Cyrtopera languncula (q),radiolarians,Cyrtopera,Cyrtopera languncula,languncula,,both
Nonionella bradii,benthic_foraminfera,Nonionella,Nonionella bradii,bradii,,both
Cymatiosphaera sp.,dinoflagellates,Cymatiosphaera,Cymatiosphaera sp.,sp.,,left_only
Hemiaulus disimilis,diatoms,Hemiaulus,Hemiaulus disimilis,disimilis,,left_only
Globorotaloides unicavus,planktic_foraminfera,Globorotaloides,Globorotaloides unicavus,unicavus,,left_only
Hemiaulus hostilis,diatoms,Hemiaulus,Hemiaulus hostilis,hostilis,,left_only
Lamprocyclas aegles,radiolarians,Lamprocyclas,Lamprocyclas aegles,aegles,,left_only
Clavatorella bermudezi,planktic_foraminfera,Clavatorella,Clavatorella bermudezi,bermudezi,,both
Cecryphalium sestrodiscus,radiolarians,Cecryphalium,Cecryphalium sestrodiscus,sestrodiscus,,left_only
Rectuvigerina rerensis,benthic_foraminfera,Rectuvigerina,Rectuvigerina rerensis,rerensis,,both
Gephyrocapsa californiensis,nannofossils,Gephyrocapsa,Gephyrocapsa californiensis,californiensis,,left_only
Hemiaulus andrewsi,diatoms,Hemiaulus,Hemiaulus andrewsi,andrewsi,,left_only
Bairdia sp.,ostracods,Bairdia,Bairdia sp.,sp.,,left_only
Marthasterites contortus,nannofossils,Marthasterites,Marthasterites contortus,contortus,,left_only
Thalassiothrix primitiva,diatoms,Thalassiothrix,Thalassiothrix primitiva,primitiva,,left_only
Lithochytris vespertilio,radiolarians,Lithochytris,Lithochytris vespertilio,vespertilio,,both
Cosmiodiscus insignis triangula,diatoms,Cosmiodiscus,Cosmiodiscus insignis triangula,insignis,triangula,left_only
Rhabdothorax generus (q),nannofossils,Rhabdothorax,Rhabdothorax generus,generus,,left_only
Archaeodictyomitra regina (q),radiolarians,Archaeodictyomitra,Archaeodictyomitra regina,regina,,left_only
Theocamptra marylandica,radiolarians,Theocamptra,Theocamptra marylandica,marylandica,,left_only
Chiloguembelina victoriana,planktic_foraminfera,Chiloguembelina,Chiloguembelina victoriana,victoriana,,left_only
Dicolpopollis sp.,pollen,Dicolpopollis,Dicolpopollis sp.,sp.,,left_only
Gyroidina perampla,benthic_foraminfera,Gyroidina,Gyroidina perampla,perampla,,left_only
Globigerinelloides maridalensis,planktic_foraminfera,Globigerinelloides,Globigerinelloides maridalensis,maridalensis,,both
Mastogloia splendida,diatoms,Mastogloia,Mastogloia splendida,splendida,,left_only
Ehrenbergina carribea,benthic_foraminfera,Ehrenbergina,Ehrenbergina carribea,carribea,,left_only
Giraffospyris annulispina,radiolarians,Giraffospyris,Giraffospyris annulispina,annulispina,,left_only
Asteromphalus robustus,diatoms,Asteromphalus,Asteromphalus robustus,robustus,,both
Bolivina peirsonae,benthic_foraminfera,Bolivina,Bolivina peirsonae,peirsonae,,left_only
Asteromphalus flabellatus (q),diatoms,Asteromphalus,Asteromphalus flabellatus,flabellatus,,both
Staurodictya fresnoensis (q),radiolarians,Staurodictya,Staurodictya fresnoensis,fresnoensis,,left_only
Nitzschia panduriformis,diatoms,Nitzschia,Nitzschia panduriformis,panduriformis,,left_only
Globigerina tenella,planktic_foraminfera,Globigerina,Globigerina tenella,tenella,,left_only
Thalassiosira kryophila,diatoms,Thalassiosira,Thalassiosira kryophila,kryophila,,left_only
Coscinodiscus radiatus var.,diatoms,Coscinodiscus,Coscinodiscus radiatus var.,radiatus,var.,left_only
Recurvoides turbinatus,benthic_foraminfera,Recurvoides,Recurvoides turbinatus,turbinatus,,left_only
Globorotalia pseudopachyderma,planktic_foraminfera,Globorotalia,Globorotalia pseudopachyderma,pseudopachyderma,,left_only
Pontosphaera discopora (q),nannofossils,Pontosphaera,Pontosphaera discopora,discopora,,both
Rhabdolithus tenuis,nannofossils,Rhabdolithus,Rhabdolithus tenuis,tenuis,,left_only
Nitzschia aequatorialis,diatoms,Nitzschia,Nitzschia aequatorialis,aequatorialis,,left_only
Macrora barbadensis,silicoflagellates,Macrora,Macrora barbadensis,barbadensis,,left_only
Craspedodiscus barronii,diatoms,Craspedodiscus,Craspedodiscus barronii,barronii,,left_only
Paralia spp.,diatoms,Paralia,Paralia spp.,spp.,,both
Globorotalia humerosa humerosa,planktic_foraminfera,Globorotalia,Globorotalia humerosa humerosa,humerosa,humerosa,left_only
Cannartus violina,radiolarians,Cannartus,Cannartus violina,violina,,left_only
Globorotalia tumida,planktic_foraminfera,Globorotalia,Globorotalia tumida,tumida,,both
Operculodinium echigoense (q),dinoflagellates,Operculodinium,Operculodinium echigoense,echigoense,,left_only
Globorotalia fohsi s. l.,planktic_foraminfera,Globorotalia,Globorotalia fohsi s. l.,fohsi,,left_only
Eucampia balaustium (q),diatoms,Eucampia,Eucampia balaustium,balaustium,,left_only
Lenticulina calcar,benthic_foraminfera,Lenticulina,Lenticulina calcar,calcar,,left_only
Sphenolithus conspicuus (q),nannofossils,Sphenolithus,Sphenolithus conspicuus,conspicuus,,both
Rzehakina epigona lata,benthic_foraminfera,Rzehakina,Rzehakina epigona lata,epigona,lata,left_only
Dictyocha aculeata aculeata (q),silicoflagellates,Dictyocha,Dictyocha aculeata aculeata,aculeata,aculeata,left_only
Siphotextularia solita,benthic_foraminfera,Siphotextularia,Siphotextularia solita,solita,,left_only
Sceptroneis pupa,diatoms,Sceptroneis,Sceptroneis pupa,pupa,,left_only
Cannopilus heptacanthus antarctica,silicoflagellates,Cannopilus,Cannopilus heptacanthus antarctica,heptacanthus,antarctica,left_only
Amphipyndax sp.,radiolarians,Amphipyndax,Amphipyndax sp.,sp.,,left_only
Artostrobium tumidulum,radiolarians,Artostrobium,Artostrobium tumidulum,tumidulum,,left_only
