Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
359-U1467B-7H-1-A,54,150,51.54,52.5,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/1 (gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,slight,2,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, poorly- to moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P),",,,,359,U1467,B,7,H,1,A,,,,,
359-U1467B-7H-2-A,0,150,52.5,54.0,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, poorly- to moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P),",,,,359,U1467,B,7,H,2,A,,,,,
359-U1467B-7H-3-A,0,60,54.0,54.6,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, poorly- to moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P),",,,,359,U1467,B,7,H,3,A,,,,,
359-U1467B-7H-3-A,60,150,54.6,55.5,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, poorly- to moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P),",,,,359,U1467,B,7,H,3,A,,,,,
359-U1467B-7H-4-A,0,34,55.5,55.84,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, poorly- to moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P),",,,,359,U1467,B,7,H,4,A,,,,,
359-U1467B-7H-4-A,34,145,55.84,56.95,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P), Sieve - Mollusk fragments (P), Glass, pteropods, sponge spicules and echinoid spins (R)",,,,359,U1467,B,7,H,4,A,,,,,
359-U1467B-7H-5-A,0,150,57.0,58.5,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P), Sieve - Mollusk fragments (P), Glass, pteropods, sponge spicules and echinoid spins (R)",,,,359,U1467,B,7,H,5,A,,,,,
359-U1467B-7H-6-A,0,150,58.5,60.0,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P), Sieve - Mollusk fragments (P), Glass, pteropods, sponge spicules and echinoid spins (R)",,,,359,U1467,B,7,H,6,A,,,,,
359-U1467B-7H-7-A,0,48,60.0,60.48,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P), Sieve - Mollusk fragments (P), Glass, pteropods, sponge spicules and echinoid spins (R)",,,,359,U1467,B,7,H,7,A,,,,,
359-U1467B-7H-7-A,48,72,60.48,60.72,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P), Sieve - Mollusk fragments (P), Glass, pteropods, sponge spicules and echinoid spins (R)",,,,359,U1467,B,7,H,7,A,,,,,
359-U1467B-7H-CC-A,0,10,60.72,60.82,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P), Sieve - Mollusk fragments (P), Glass, pteropods, sponge spicules and echinoid spins (R)",,,,359,U1467,B,7,H,CC,A,,,,,
359-U1467B-8H-1-A,0,6,60.5,60.56,Planktic foraminifer rich,packstone,3,Planktic foraminifer rich packstone,unlithified,1,2.5Y 8/1 (white),coarse sand,6,,,,,,,,,,,,,absent,0,,sharp,horizontal,"CAVE-IN. Unlithified PACKSTONE. Very fine-grained. Well-sorted. Abundant and otoliths, common gastropods and bivalves.",,,,359,U1467,B,8,H,1,A,,,,,
359-U1467B-8H-1-A,6,151,60.56,62.01,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,1,A,,,,,
359-U1467B-8H-2-A,0,150,62.01,63.51,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,2,A,,,,,
359-U1467B-8H-3-A,0,76,63.51,64.27,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,3,A,,,,,
359-U1467B-8H-3-A,76,150,64.27,65.01,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,3,A,,,,,
359-U1467B-8H-4-A,0,140,65.01,66.41,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,4,A,,,,,
359-U1467B-8H-5-A,0,150,66.51,68.01,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,5,A,,,,,
359-U1467B-8H-6-A,0,56,68.01,68.57,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,6,A,,,,,
359-U1467B-8H-6-A,56,100,68.57,69.01,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,6,A,,,,,
359-U1467B-8H-7-A,0,40,69.01,69.41,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,7,A,,,,,
359-U1467B-8H-7-A,40,83,69.41,69.84,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,7,A,,,,,
359-U1467B-8H-CC-A,0,17,69.84,70.01,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,intraclast,Black grains,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,8,H,CC,A,,,,,
359-U1467B-9H-1-A,0,27,70.0,70.27,Planktic foraminifer rich,packstone,3,Planktic foraminifer rich packstone,unlithified,1,2.5Y 5/1 (gray),coarse sand,6,,,,,,,,,,,,,common,4,,sharp,horizontal,"CAVE-IN. Unlithified PACKSTONE. Very fine-grained. Well-sorted. Abundant and otoliths, common gastropods and bivalves.",,,,359,U1467,B,9,H,1,A,,,,,
359-U1467B-9H-1-A,27,150,70.27,71.5,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,Thalassinoides,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Fine-grained, Moderately-sorted. Planktic foraminifera (A), Benthic foraminifera (C) and black grains (P). Echinoid spines and mollusk fragments (F),",,,,359,U1467,B,9,H,1,A,,,,,
359-U1467B-9H-2-A,0,69,71.5,72.19,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Pteropods. ,",,,,359,U1467,B,9,H,2,A,,,,,
359-U1467B-9H-2-A,69,80,72.19,72.3,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Pteropods. ,",,,,359,U1467,B,9,H,2,A,,,,,
359-U1467B-9H-2-A,80,131,72.3,72.81,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Pteropods. ,",,,,359,U1467,B,9,H,2,A,,,,,
359-U1467B-9H-2-A,131,150,72.81,73.0,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Pteropods. ,",,,,359,U1467,B,9,H,2,A,,,,,
359-U1467B-9H-3-A,0,150,73.0,74.5,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Increasing mud content down core",,,,359,U1467,B,9,H,3,A,,,,,
359-U1467B-9H-4-A,0,140,74.5,75.9,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P). Diagonal trace fossils 26 - 28 cm.",,,,359,U1467,B,9,H,4,A,,,,,
359-U1467B-9H-5-A,0,100,76.0,77.0,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,9,H,5,A,,,,,
359-U1467B-9H-5-A,100,150,77.0,77.5,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,9,H,5,A,,,,,
359-U1467B-9H-6-A,0,31,77.5,77.81,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,9,H,6,A,,,,,
359-U1467B-9H-6-A,31,102,77.81,78.52,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,9,H,6,A,,,,,
359-U1467B-9H-7-A,0,83,78.52,79.35,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,9,H,7,A,,,,,
359-U1467B-9H-CC-A,0,10,79.35,79.45,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,absent,0,,,,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,9,H,CC,A,,,,,
359-U1467B-10H-1-A,0,8,79.5,79.58,Planktic foraminifer rich,packstone,3,Planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),coarse sand,6,,,,,,,,,,,,,absent,0,,sharp,horizontal,"CAVE-IN. Unlithified PACKSTONE. Very fine-grained. Well-sorted. Abundant and otoliths, common gastropods and bivalves.",,,,359,U1467,B,10,H,1,A,,,,,
359-U1467B-10H-1-A,8,20,79.58,79.7,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,gradational,horizontal,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,10,H,1,A,,,,,
359-U1467B-10H-1-A,20,150,79.7,81.0,Planktic foraminifer rich,wackestone,2,Planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,Mollusk fragments,,,,,,,common,4,,,,"Unlithified foraminifera-rich WACKESTONE. Very fine-grained, Moderately-sorted. Planktic foraminifera and bioclasts (A), Benthic foraminifera (C). Otoliths (P). Echinoid spins (P) Organic matter (P).",,,,359,U1467,B,10,H,1,A,,,,,
