Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix,Extra Sample ID Data
340-U1397B-11H-2-A,340,U1395,B,11,11-2,H,2,A,10.0,101.0,89.23,90.14,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,35,40,granule [T07],0,,0,,0,,0,,60,fine mud [T07],0,,100,,rounded,0,0,15,15,45,0,5,5.0,15.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-11H-2-A,340,U1395,B,11,11-2,H,2,A,101.0,150.0,90.14,90.63,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,35,40,granule [T07],0,,0,,0,,0,,60,fine mud [T07],0,,100,,rounded,0,0,15,15,45,0,5,5.0,15.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-11H-3-A,340,U1395,B,11,11-3,H,3,A,0.0,58.0,90.63,91.21,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,20,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,angular,0,0,25,15,55,0,0,1.0,4.0,0,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-11H-3-A,340,U1395,B,11,11-3,H,3,A,58.0,89.0,91.21,91.52,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,25,15,55,0,0,1.0,4.0,0,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-11H-CC-A,340,U1395,B,11,11-CC,H,CC,A,0.0,20.0,91.52,91.72,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,25,15,55,0,0,1.0,4.0,0,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-11H-CC-A,340,U1395,B,11,11-CC,H,CC,A,20.0,24.0,91.72,91.76,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-12H-1-A,340,U1395,B,12,12-1,H,1,A,0.0,3.5,91.7,91.735,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],95,pebble [W22_2],9,calcareous sand [Leg210],5,granule [T07],9,100,Gravels probaby caused by drilling disturbance,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,85,0,0,0,0,5.0,0.0,0,100,well [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-1-A,340,U1395,B,12,12-1,H,1,A,3.5,10.5,91.735,91.805,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment probably caused by drilling disturbance,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-1-A,340,U1395,B,12,12-1,H,1,A,10.5,14.0,91.805,91.84,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],97,pebble [W22_2],9,calcareous sand [Leg210],3,granule [T07],9,100,Gravels probaby caused by drilling disturbance,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,85,0,0,0,0,5.0,0.0,0,100,well [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-1-A,340,U1395,B,12,12-1,H,1,A,14.0,20.0,91.84,91.9,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-1-A,340,U1395,B,12,12-1,H,1,A,20.0,150.0,91.9,93.2,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],90,coarse sand [T07],7,volcaniclastic-gravel [BGS-S81],10,pebble [W22_2],9,100,Upper part of volcaniclastic turbidite,5,100,,0,,0,,0,,0,,0,,0,,100,,rounded,10,0,5,0,82,0,0,0.0,3.0,0,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-12H-2-A,340,U1395,B,12,12-2,H,2,A,0.0,106.0,93.2,94.26,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],97,coarse sand [T07],7,volcaniclastic-gravel [BGS-S81],3,pebble [W22_2],9,100,Basal part of volcaniclastic turbidite containing pumice and mud clasts.,8,50,pebble [W22_2],0,,0,,0,,0,,50,cobble [T07],0,,100,,rounded,10,0,5,0,82,0,0,0.0,3.0,0,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-12H-2-A,340,U1395,B,12,12-2,H,2,A,106.0,150.0,94.26,94.7,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-3-A,340,U1395,B,12,12-2,H,2,A,0.0,20.0,94.7,94.9,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-12H-3-A,340,U1395,B,12,12-3,H,3,A,20.0,150.0,94.9,96.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,15,80,pebble [W22_2],0,,0,,0,,0,,20,fine mud [T07],0,,100,,angular,15,0,25,20,39,0,0,0.0,1.0,0,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-12H-4-A,340,U1395,B,12,12-4,H,4,A,0.0,121.0,96.2,97.41,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,15,60,pebble [W22_2],0,,0,,0,,0,,40,fine mud [T07],0,,100,,angular,10,0,20,20,45,0,5,0.0,0.0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-5-A,340,U1395,B,12,12-5,H,5,A,0.0,67.0,97.41,98.08,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,30,granule [T07],0,,0,,0,,0,,70,fine mud [T07],0,,100,,angular,10,0,20,20,45,0,5,0.0,0.0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-CC-A,340,U1395,B,12,12-CC,H,CC,A,0.0,7.0,98.08,98.15,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,30,10,pebble [W22_2],0,,80,pebble [W22_2],0,,0,,10,fine mud [T07],0,,100,,rounded,10,0,20,20,45,0,5,0.0,0.0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-12H-CC-A,340,U1395,B,12,12-CC,H,CC,A,7.0,10.0,98.15,98.18,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-13H-1-A,340,U1395,B,13,13-1,H,1,A,0.0,6.0,99.3,99.36,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],95,fine sand [T07],4,volcaniclastic-gravel [BGS-S81],5,pebble [W22_2],9,100,Sand and gravel caused by drilling disturbance,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,10,2,20,13,53,0,0,0.0,2.0,0,100,poor [BP01],rare [alteration],2,Normal grading,,,,,,,,,,,,,
340-U1397B-13H-1-A,340,U1395,B,13,13-1,H,1,A,6.0,150.0,99.36,100.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],90,coarse sand [T07],7,volcaniclastic-gravel [BGS-S81],10,pebble [W22_2],9,100,The upper part of a thick normally graded volcaniclastic turbidite unit with pumice and mud clasts.,8,40,pebble [W22_2],0,,10,pebble [W22_2],0,,0,,50,cobble [T07],0,,100,One large mud clast and rounded pumice clasts with normal grading.,rounded,10,2,20,13,53,0,0,0.0,2.0,0,100,poor [BP01],rare [alteration],2,Normal grading,,,,,,,,,,,,,
340-U1397B-13H-2-A,340,U1395,B,13,13-2,H,2,A,0.0,150.0,100.8,102.3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,30,70,pebble [W22_2],0,,0,,0,,0,,30,fine mud [T07],0,,100,,rounded,15,0,20,20,45,0,0,0.0,0.0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-13H-3-A,340,U1395,B,13,13-3,H,3,A,0.0,90.0,102.3,103.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,20,50,pebble [W22_2],0,,0,,0,,0,,50,fine mud [T07],0,,100,,angular,15,0,20,20,45,0,0,0.0,0.0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-13H-CC-A,340,U1395,B,13,13-CC,H,CC,A,0.0,3.0,103.2,103.23,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-13H-CC-A,340,U1395,B,13,13-CC,H,CC,A,3.0,18.0,103.23,103.38,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,35,5,granule [T07],0,,85,pebble [W22_2],0,,0,,10,fine mud [T07],0,,100,,angular,15,0,20,20,45,0,0,0.0,0.0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-14H-CC-A,340,U1395,B,14,14-CC,H,CC,A,0.0,16.5,103.3,103.465,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,100,0,,0,,90,pebble [W22_2],10,granule [T07],0,,0,,0,,100,,angular,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-14H-CC-A,340,U1395,B,14,14-CC,H,CC,A,16.5,20.0,103.465,103.5,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-16H-1-A,340,U1395,B,16,16-1,H,1,A,0.0,150.0,108.3,109.8,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],95,coarse sand [T07],7,volcaniclastic-gravel [BGS-S81],5,pebble [W22_2],9,100,Massive volcaniclastic sand with a gravelly portion which is probably due to drilling disturbance.,5,0,,0,,100,,0,,0,,0,,0,,100,,angular,30,0,10,0,58,0,0,0.0,2.0,0,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-16H-2-A,340,U1395,B,16,16-2,H,2,A,0.0,124.0,109.8,111.04,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],95,coarse sand [T07],7,volcaniclastic-gravel [BGS-S81],5,pebble [W22_2],9,100,Volcaniclastic turbidite with mud clasts and a gravelly portion.,10,0,,0,,50,,0,,0,,50,,0,,100,,angular,30,0,10,0,58,0,0,0.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-16H-2-A,340,U1395,B,16,16-2,H,2,A,124.0,130.0,111.04,111.1,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic clay,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-16H-2-A,340,U1395,B,16,16-2,H,2,A,130.0,137.0,111.1,111.17,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,10,0,83,0,0,0.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-16H-2-A,340,U1395,B,16,16-2,H,2,A,137.0,146.0,111.17,111.26,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic clay,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-16H-2-A,340,U1395,B,16,16-2,H,2,A,146.0,148.0,111.26,111.28,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Volcaniclastic sand,2,0,,0,,0,,0,,0,,100,,0,,100,,angular,5,0,10,0,83,0,0,0.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-16H-2-A,340,U1395,B,16,16-2,H,2,A,148.0,153.0,111.28,111.33,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic clay,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-16H-3-A,340,U1395,B,16,16-3,H,3,A,0.0,33.0,111.33,111.66,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-16H-3-A,340,U1395,B,16,16-3,H,3,A,33.0,154.0,111.66,112.87,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,8,0,,0,,0,,0,,0,,100,fine mud [T07],0,,100,,angular,0,0,20,15,64,0,0,0.0,1.0,0,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-16H-CC-A,340,U1395,B,16,16-CC,H,CC,A,0.0,16.0,112.87,113.03,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,15,64,0,0,0.0,1.0,0,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-16H-CC-A,340,U1395,B,16,16-CC,H,CC,A,16.0,20.0,113.03,113.07,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-17H-1-A,340,U1395,B,17,17-1,H,1,A,0.0,26.0,113.0,113.26,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,Pebble-sized gravels consisting of massive lava.,100,0,,0,,98,,2,,0,,0,,0,,100,,angular,0,0,0,0,0,0,0,0.0,0.0,0,0,poor [BP01],rare [alteration],2,No matrix,,,,,,,,,,,,,
340-U1397B-18X-CC-A,340,U1395,B,18,18-CC,X,CC,A,0.0,12.0,113.2,113.32,destroyed [drilling disturbance],8,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],100,,angular,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-18X-CC-A,340,U1395,B,18,18-CC,X,CC,A,12.0,17.0,113.32,113.37,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-18X-CC-A,340,U1395,B,18,18-CC,X,CC,A,17.0,23.0,113.37,113.43,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,25,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,100,,rounded,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-20X-CC-A,340,U1395,B,20,20-CC,X,CC,A,0.0,8.0,132.4,132.48,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-20X-CC-A,340,U1395,B,20,20-CC,X,CC,A,8.0,14.0,132.48,132.54,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-21X-CC-A,340,U1395,B,21,21-CC,X,CC,A,0.0,12.0,141.9,142.02,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],100,,angular,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-21X-CC-A,340,U1395,B,21,21-CC,X,CC,A,12.0,17.0,142.02,142.07,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-22X-1-A,340,U1395,B,22,22-1,X,1,A,0.0,14.0,151.5,151.64,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,Mixed fine sand and mud caused by drilling disturbance,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,50,0.0,0.0,50,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-22X-1-A,340,U1395,B,22,22-1,X,1,A,14.0,16.0,151.64,151.66,high [drilling disturbance],6,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,Tephra,0,0,,0,,0,,0,,0,,0,,0,,0,,,80,0,5,0,10,0,0,0.0,5.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-22X-1-A,340,U1395,B,22,22-1,X,1,A,16.0,23.0,151.66,151.73,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-22X-1-A,340,U1395,B,22,22-1,X,1,A,23.0,27.5,151.73,151.775,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,40,0,45,0,0,0.0,10.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-22X-1-A,340,U1395,B,22,22-1,X,1,A,27.5,92.5,151.775,152.425,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-22X-1-A,340,U1395,B,22,22-1,X,1,A,92.5,93.5,152.425,152.435,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Crypto tephra,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,0,0,20,0,60,0.0,10.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-22X-1-A,340,U1395,B,22,22-1,X,1,A,93.5,143.0,152.435,152.93,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-22X-CC-A,340,U1395,B,22,22-CC,X,CC,A,0.0,13.0,152.93,153.06,moderate [drilling disturbance],4,calcareous sand [Leg210],60,medium sand [T07],6,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,,10,90,granule [T07],0,,0,,0,,10,granule [T07],0,,0,,100,,angular,0,0,2,1,2,0,0,15.0,20.0,60,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-22X-CC-A,340,U1395,B,22,22-CC,X,CC,A,13.0,18.0,153.06,153.11,moderate [drilling disturbance],4,calcareous sand [Leg210],100,coarse sand [T07],7,,,,,100,Coarse sand-only unit.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,2,1,2,0,0,15.0,20.0,60,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-22X-CC-A,340,U1395,B,22,22-CC,X,CC,A,18.0,32.0,153.11,153.25,moderate [drilling disturbance],4,calcareous sand [Leg210],60,medium sand [T07],6,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,,10,90,granule [T07],0,,0,,0,,10,granule [T07],0,,0,,100,,angular,0,0,2,1,2,0,0,15.0,20.0,60,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-22X-CC-A,340,U1395,B,22,22-CC,X,CC,A,32.0,37.0,153.25,153.3,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-23X-1-A,340,U1395,B,23,23-1,X,1,A,0.0,100.0,161.1,162.1,high [drilling disturbance],6,mudstone [USGS],100,silt-fine mud [T07],2,,,,,100,Lithified heavily bioturbated hemipelagic mud stone.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,35.0,30.0,25,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-23X-1-A,340,U1395,B,23,23-1,X,1,A,100.0,120.0,162.1,162.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,mudstone [USGS],40,silt-fine mud [T07],2,100,Unconsolidated volcanic sand layer with pumice and mudstone clasts.,40,5,pebble [W22_2],0,,0,,0,,0,,95,cobble [T07],0,,100,,,10,0,25,0,42,0,0,1.0,20.0,2,100,well [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-23X-1-A,340,U1395,B,23,23-1,X,1,A,120.0,142.0,162.3,162.52,slight [drilling disturbance],2,mudstone [USGS],95,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],5,very coarse sand [T07],8,100,Lithified heavily bioturbated hemipelagic mud stone.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,35.0,30.0,25,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-23X-1-A,340,U1395,B,23,23-1,X,1,A,142.0,152.0,162.52,162.62,high [drilling disturbance],6,mudstone [USGS],100,silt-fine mud [T07],2,,,,,100,Lithified heavily bioturbated hemipelagic mud stone.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,35.0,30.0,25,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-23X-2-A,340,U1395,B,23,23-2,X,2,A,0.0,150.0,162.62,164.12,slight [drilling disturbance],2,mudstone [USGS],90,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,Lithified heavily bioturbated hemipelagic mud stone.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,35.0,30.0,25,100,very poor [BP01],high [alteration],8,,,,,,,,,,,,,,
340-U1397B-23X-3-A,340,U1395,B,23,23-3,X,3,A,0.0,60.0,164.12,164.72,high [drilling disturbance],6,mudstone [USGS],100,silt-fine mud [T07],2,,,,,100,Lithified heavily bioturbated hemipelagic clay interlayering with volcaniclastic sand and gravel layers.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,5,0,0,35.0,30.0,25,100,poor [BP01],high [alteration],8,,,,,,,,,,,,,,
340-U1397B-23X-3-A,340,U1395,B,23,23-3,X,3,A,60.0,88.0,164.72,165.0,high [drilling disturbance],6,mudstone [USGS],60,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,Volcaniclastic sand layer,60,0,,0,,0,,0,,0,,100,,0,,100,,angular,5,0,40,0,40,0,0,0.0,15.0,0,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-23X-3-A,340,U1395,B,23,23-3,X,3,A,88.0,128.0,165.0,165.4,high [drilling disturbance],6,mudstone [USGS],100,silt-fine mud [T07],2,,,,,100,Lithified heavily bioturbated hemipelagic clay interlayering with volcaniclastic sand and gravel layers.,1,100,,0,,0,,0,,0,,0,,0,,100,,rounded,0,0,5,0,5,0,0,35.0,30.0,25,100,poor [BP01],high [alteration],8,,,,,,,,,,,,,,
340-U1397B-23X-3-A,340,U1395,B,23,23-3,X,3,A,128.0,130.0,165.4,165.42,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,Volcaniclastic gravel layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,2,0,80,0,3,0,0,3.0,3.0,9,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
