Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
351-U1438B-26X-6-A,351,U1438,B,26,26-6,X,6,A,,49,74,216.79,217.04,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5YR 4/1 (dark gray),consolidated [2014],silt [W22_1],2.0,medium sand [W22_2],5.0,,planar,wavy,,,poor [2014],normally graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-26X-6-A,351,U1438,B,26,26-6,X,6,A,,74,82,217.04,217.12,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5Y 4/1 (dark gray),consolidated [2014],silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,moderate [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-26X-CC-A,351,U1438,B,26,26-CC,X,CC,A,,0,8,217.12,217.2,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5Y 4/1 (dark gray),consolidated [2014],silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,moderate [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,0,6,218.5,218.56,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,N 2.5 (black),,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,curviplanar,bioturbated,,,moderate [2014],non-graded,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,0,27,218.5,218.77,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,6,27,218.56,218.77,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,N 5 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,curviplanar,sharp,,,poor [2014],,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,27,29,218.77,218.79,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,5YR 2.5/1 (black),,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,sharp,,,moderate [2014],non-graded,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,29,45,218.79,218.95,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,poor [2014],normally graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,45,58,218.95,219.08,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 5 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,wavy,,,moderate [2014],non-graded,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,58,63,219.08,219.13,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,N 2.5 (black),,silt [W22_1],2.0,medium sand [W22_2],5.0,,planar,sharp,,,moderate [2014],,planar lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,58,99,219.08,219.49,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,63,70,219.13,219.2,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 6 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,sharp,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,70,74,219.2,219.24,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,10R 6/2 (pale red),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,planar,sharp,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,74,96,219.24,219.46,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 5 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,gradational,,,poor [2014],,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,96,99,219.46,219.49,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,sharp,,,poor [2014],,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,99,121,219.49,219.71,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5Y 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,poor [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,121,130,219.71,219.8,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,N 6 (gray),,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,sharp,,,poor [2014],non-graded,cross-lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,130,138,219.8,219.88,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,curviplanar,sharp,,,poor [2014],non-graded,cross-lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-1-A,351,U1438,B,27,27-1,X,1,A,,138,150,219.88,220.0,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5YR 6/1 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,poor [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-IW-SCCARB-ICP,351,U1438,B,27,27-2,X,2,IW,SCCARB-ICP,0,1,221.35,221.36,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5Y 6/1 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-A,351,U1438,B,27,27-2,X,2,A,,0,10,220.0,220.1,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,N 2.5 (black),,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,curviplanar,sharp,,,poor [2014],normally graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-A,351,U1438,B,27,27-2,X,2,A,,10,34,220.1,220.34,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 6 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,sharp,,,poor [2014],normally graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-A,351,U1438,B,27,27-2,X,2,A,,34,38,220.34,220.38,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,2.5 YR 7/1 (very dark scarlet),,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,bioturbated,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-A,351,U1438,B,27,27-2,X,2,A,,38,60,220.38,220.6,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 5 (gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,wavy,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-A,351,U1438,B,27,27-2,X,2,A,,60,63,220.6,220.63,,,,,tuffaceous,fine sandstone [2014],with nannofossils [2014],tuffaceous fine sandstone,tuffaceous fine sandstone with nannofossils,fine sandstone with nannofossils,,,N 4 (dark gray),,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,sharp,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-A,351,U1438,B,27,27-2,X,2,A,,63,66,220.63,220.66,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 6 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,poor [2014],,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-2-A,351,U1438,B,27,27-2,X,2,A,,66,135,220.66,221.35,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,N 6 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,Silt-fine sand beds,,,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,0,14,221.5,221.64,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,14,22,221.64,221.72,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5YR 4/1 (dark gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,22,46,221.72,221.96,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,gradational,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,46,71,221.96,222.21,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,,planar,sharp,,,moderate [2014],normally graded,planar lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,71,85,222.21,222.35,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,gradational,,,poor [2014],,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,85,112,222.35,222.62,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,,irregular,sharp,,,moderate [2014],,planar lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,112,120,222.62,222.7,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,120,123,222.7,222.73,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,,irregular,bioturbated,,,moderate [2014],,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-3-A,351,U1438,B,27,27-3,X,3,A,,123,150,222.73,223.0,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-4-A,351,U1438,B,27,27-4,X,4,A,,0,44,223.0,223.44,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,N 6 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,curviplanar,sharp,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-4-A,351,U1438,B,27,27-4,X,4,A,,44,54,223.44,223.54,,,,,tuffaceous,sandstone [2014],with nannofossils [2014],tuffaceous sandstone,tuffaceous sandstone with nannofossils,sandstone with nannofossils,,,N 4 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,,curviplanar,sharp,,,moderate [2014],normally graded,planar lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-4-A,351,U1438,B,27,27-4,X,4,A,,54,60,223.54,223.6,,,,,tuffaceous,claystone [2014],with nannofossils [2014],tuffaceous claystone,tuffaceous claystone with nannofossils,claystone with nannofossils,,,N 7 (light gray),,clay [W22_1],1.0,silt [W22_1],2.0,,curviplanar,sharp,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-27X-4-A,351,U1438,B,27,27-4,X,4,A,,60,104,223.6,224.04,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,N 5 (gray),,silt [W22_1],2.0,silt [W22_1],2.0,,,,,,poor [2014],,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-1-A,351,U1438,B,28,28-1,X,1,A,,0,6,228.2,228.26,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,N 3 (very dark gray),,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,curviplanar,sharp,horizontal,,moderate [2014],non-graded,,none,0.0,,manganese nodule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-1-A,351,U1438,B,28,28-1,X,1,A,,6,128,228.26,229.48,,,,,tuffaceous,mudstone [2014],with sand [2014],tuffaceous mudstone,tuffaceous mudstone with sand,mudstone with sand,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,dark gray 2cm inclined sand layer at 101 cm,,,,,poor [2014],non-graded,,moderate,2.0,pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-1-A,351,U1438,B,28,28-1,X,1,A,,128,150,229.48,229.7,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mud,,,5GY 6/1 (greenish gray),,silt [W22_1],2.0,pebble [W22_2],9.0,,,,,,,non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-2-A,351,U1438,B,28,28-2,X,2,A,,0,89,229.7,230.59,,,,,tuffaceous,mudstone [2014],with sand [2014],tuffaceous mudstone,tuffaceous mudstone with sand,mudstone with sand,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,dark gray 2cm inclined sand layer at 45 and 84 cm,,,,,poor [2014],non-graded,,moderate,2.0,pumice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-2-A,351,U1438,B,28,28-2,X,2,A,,89,150,230.59,231.2,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mud,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,greyish red 1cm inclined sand layer at 95 and 105 cm,,,,,poor [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-3-A,351,U1438,B,28,28-3,X,3,A,,0,120,231.2,232.4,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mud,,,5GY 4/1 (dark greenish gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,"dark grey 2cm inclided sand layers at 2,19, 35, 42 and 117 cm",,,,,poor [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-4-A,351,U1438,B,28,28-4,X,4,A,,0,94,232.55,233.49,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,5GY 4/1 (dark greenish gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,bioturbated,,,poor [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-4-A,351,U1438,B,28,28-4,X,4,A,,47,62,233.02,233.17,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-4-A,351,U1438,B,28,28-4,X,4,A,,94,118,233.49,233.73,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mud,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,very fine sand [W22_2],3.0,,irregular,bioturbated,inclined,,moderate [2014],normally graded,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-4-A,351,U1438,B,28,28-4,X,4,A,,118,150,233.73,234.05,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,poor [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-4-A,351,U1438,B,28,28-4,X,4,A,,120,136,233.75,233.91,,,,,,,,,,,,,,,,,,,,,,,,,,wavy bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-5-A,351,U1438,B,28,28-5,X,5,A,,0,115,234.05,235.2,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mud,,,5Y 4/1 (dark gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,dark grey 2cm irregular sand layer between 41 and 51 cm,,,,,poor [2014],non-graded,,moderate,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-5-A,351,U1438,B,28,28-5,X,5,A,,41,51,234.46,234.56,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-5-A,351,U1438,B,28,28-5,X,5,A,,88,115,234.93,235.2,,,,,,,,,,,,,,,,,,,,,,,,,,wavy bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-28X-CC-A,351,U1438,B,28,28-CC,X,CC,A,,0,11,235.2,235.31,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,5GY 4/1 (dark greenish gray),,silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-29X-1-A,351,U1438,B,29,29-1,X,1,A,,0,150,237.9,239.4,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5GY 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,well [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-29X-2-A,351,U1438,B,29,29-2,X,2,A,,0,46,239.4,239.86,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5GY 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,inclined,,well [2014],non-graded,,slight,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-29X-2-A,351,U1438,B,29,29-2,X,2,A,,46,80,239.86,240.2,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mud,,,N 6 (gray),consolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,irregular,wavy,inclined,,moderate [2014],non-graded,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-29X-2-A,351,U1438,B,29,29-2,X,2,A,,80,99,240.2,240.39,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4.0,medium sand [W22_2],5.0,,irregular,gradational,inclined,,moderate [2014],non-graded,cross-lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-29X-2-A,351,U1438,B,29,29-2,X,2,A,,99,150,240.39,240.9,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,N 4 (dark gray),consolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-29X-3-A,351,U1438,B,29,29-3,X,3,A,,0,15,240.9,241.05,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sand,,,N 3 (very dark gray),consolidated [2014],fine sand [W22_2],4.0,medium sand [W22_2],5.0,,irregular,gradational,inclined,,moderate [2014],non-graded,cross-lamination,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438B-29X-3-A,351,U1438,B,29,29-3,X,3,A,,15,136,241.05,242.26,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,N 6 (gray),consolidated [2014],silt [W22_1],2.0,silt [W22_1],2.0,,,,,,moderate [2014],non-graded,,strong,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
