Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Ship File Links,Shore File Links,Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Suffix,Minor Lithology Prefix,Lithology Suffix
340-U1400C-4H-4-A,340,U1400,C,4,4-4,H,4,A,38,106,34.15,34.83,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-4-A,340,U1400,C,4,4-4,H,4,A,106,115,34.83,34.92,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Volcaniclastic sand layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,25,0,0,10,0,45,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-4-A,340,U1400,C,4,4-4,H,4,A,115,146,34.92,35.23,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-5-A,340,U1400,C,4,4-5,H,5,A,0,78,35.23,36.01,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-5-A,340,U1400,C,4,4-5,H,5,A,78,83,36.01,36.06,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,60,0,5,0,35,0,0,0,0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-5-A,340,U1400,C,4,4-5,H,5,A,83,95.5,36.06,36.185,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-5-A,340,U1400,C,4,4-5,H,5,A,95.5,96,36.185,36.19,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,95,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-5-A,340,U1400,C,4,4-5,H,5,A,96,98,36.19,36.21,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-5-A,340,U1400,C,4,4-5,H,5,A,98,148,36.21,36.71,slight [drilling disturbance],2,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-6-A,340,U1400,C,4,4-6,H,6,A,0,146,36.71,38.17,slight [drilling disturbance],2,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-7-A,340,U1400,C,4,4-7,H,7,A,0,25,38.17,38.42,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,inclined strata,,,,,,,,,
340-U1400C-4H-7-A,340,U1400,C,4,4-7,H,7,A,25,28,38.42,38.45,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Ashfall? pumiceous,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,90,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,contorted strata [BJ80],,,inclined strata,,,,,,,,,
340-U1400C-4H-7-A,340,U1400,C,4,4-7,H,7,A,28,43,38.45,38.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,moderately well [BP01],absent [alteration],0,,contorted strata [BJ80],,,inclined strata,,,,,,,,,
340-U1400C-4H-7-A,340,U1400,C,4,4-7,H,7,A,43,48,38.6,38.65,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,90,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,inclined strata,,,,,,,,,
340-U1400C-4H-7-A,340,U1400,C,4,4-7,H,7,A,48,57,38.65,38.74,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,inclined strata,,,,,,,,,
340-U1400C-4H-CC-A,340,U1400,C,4,4-CC,H,CC,A,0,12,38.74,38.86,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-CC-A,340,U1400,C,4,4-CC,H,CC,A,12,24,38.86,38.98,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-CC-A,340,U1400,C,4,4-CC,H,CC,A,24,28,38.98,39.02,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,20,10,68,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-CC-A,340,U1400,C,4,4-CC,H,CC,A,28,33,39.02,39.07,slight [drilling disturbance],2,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,,,,,
340-U1400C-5H-1-A,340,U1400,C,5,5-1,H,1,A,0,55,38.8,39.35,high [drilling disturbance],6,carbonate ooze [Leg178],50,fine mud [T07],3,volcaniclastic-sand [BGS-S81],50,very coarse sand [T07],8,100,,10,0,,0,,0,,0,,0,,0,,100,granule [T07],100,other = mud,rounded,0,0,15,0,80,0,0,0,0,5,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-1-A,340,U1400,C,5,5-1,H,1,A,55,86,39.35,39.66,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-5H-1-A,340,U1400,C,5,5-1,H,1,A,86,130,39.66,40.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-5H-1-A,340,U1400,C,5,5-1,H,1,A,130,145,40.1,40.25,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,30,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,60,0,10,0,30,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-2-A,340,U1400,C,5,5-2,H,2,A,0,95,40.25,41.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,30,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,60,0,10,0,30,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-2-A,340,U1400,C,5,5-2,H,2,A,95,147,41.2,41.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,0,6,41.72,41.78,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,6,7,41.78,41.79,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,Fine mixed volcaniclastic bioclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,0,0,0,10,10,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,7,12,41.79,41.84,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,12,13,41.84,41.85,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,Fine mixed volcaniclastic bioclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,10,75,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,13,17,41.85,41.89,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,17,19,41.89,41.91,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,55,0,5,15,5,10,100,moderately well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,19,45,41.91,42.17,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,45,47,42.17,42.19,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,Fine mixed volcaniclastic bioclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,10,75,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,47,92,42.19,42.64,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,92,94,42.64,42.66,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,Fine mixed volcaniclastic bioclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,0,0,0,10,10,70,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,94,99,42.66,42.71,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,99,100,42.71,42.72,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,55,0,5,15,5,10,100,well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,100,114,42.72,42.86,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,114,116,42.86,42.88,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,55,0,5,15,5,10,100,well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-5H-3-A,340,U1400,C,5,5-3,H,3,A,116,147,42.88,43.19,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-4-A,340,U1400,C,5,5-4,H,4,A,0,57,43.19,43.76,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined bedding @ 20 deg,,,,,,,,,
340-U1400C-5H-4-A,340,U1400,C,5,5-4,H,4,A,57,65,43.76,43.84,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,65,0,0,0,0,15,100,moderate [BP01],rare [alteration],2,,,,,inclined bedding @ 20 deg,,,,,,,,,
340-U1400C-5H-4-A,340,U1400,C,5,5-4,H,4,A,65,147,43.84,44.66,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined bedding @ 20 deg,,,,,,,,,
340-U1400C-5H-5-A,340,U1400,C,5,5-5,H,5,A,0,58,44.66,45.24,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined bedding @ 20 deg,,,,,,,,,
340-U1400C-5H-5-A,340,U1400,C,5,5-5,H,5,A,58,62,45.24,45.28,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,25,0,70,0,0,0,0,5,100,moderate [BP01],rare [alteration],2,,,,,inclined bedding @ 20 deg,,,,,,,,,
340-U1400C-5H-5-A,340,U1400,C,5,5-5,H,5,A,62,149,45.28,46.15,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined bedding @ 20 deg,,,,,,,,,
340-U1400C-5H-6-A,340,U1400,C,5,5-6,H,6,A,0,89,46.15,47.04,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Inclined mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-6-A,340,U1400,C,5,5-6,H,6,A,89,90,47.04,47.05,slight [drilling disturbance],2,carbonate ooze [Leg178],90,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],10,silt-fine mud [T07],2,100,Dark mixture of bioclastic and volcaniclastic silt,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,0,0,0,15,10,65,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-6-A,340,U1400,C,5,5-6,H,6,A,90,93,47.05,47.08,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Inclined mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-6-A,340,U1400,C,5,5-6,H,6,A,93,95,47.08,47.1,slight [drilling disturbance],2,carbonate ooze [Leg178],90,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],10,silt-fine mud [T07],2,100,Dark mixture of bioclastic and volcaniclastic silt,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,0,0,0,15,10,65,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-6-A,340,U1400,C,5,5-6,H,6,A,95,102,47.1,47.17,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Inclined mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,0,6,47.17,47.23,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,10,10,78,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,6,6.5,47.23,47.235,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,91,0,0,2,2,0,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,6.5,36,47.235,47.53,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,10,10,78,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,36,36.2,47.53,47.532,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,91,0,0,2,2,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,36.2,39,47.532,47.56,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,10,10,78,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,39,39.2,47.56,47.562,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,91,0,0,2,2,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,39.2,40,47.562,47.57,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,10,10,78,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,40,40.2,47.57,47.572,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,91,0,0,2,2,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,40.2,41,47.572,47.58,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,10,10,78,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,41,41.2,47.58,47.582,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Ashfall?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,91,0,0,2,2,0,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-5H-7-A,340,U1400,C,5,5-7,H,7,A,41.2,64,47.582,47.81,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,2,0,0,10,10,78,100,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-6H-1-A,340,U1400,C,6,6-1,H,1,A,0,47,48.3,48.77,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-6H-1-A,340,U1400,C,6,6-1,H,1,A,47,53,48.77,48.83,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-6H-1-A,340,U1400,C,6,6-1,H,1,A,53,137,48.83,49.67,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-6H-1-A,340,U1400,C,6,6-1,H,1,A,137,140,49.67,49.7,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,25,0,0,0,75,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-6H-1-A,340,U1400,C,6,6-1,H,1,A,140,150,49.7,49.8,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-6H-2-A,340,U1400,C,6,6-2,H,2,A,0,8,49.8,49.88,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Fine volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,5,0,80,0,5,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-6H-2-A,340,U1400,C,6,6-2,H,2,A,8,30,49.88,50.1,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Graded volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,30,0,10,0,55,0,5,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
