Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1481A-23R-1-A,30,75,1354.3,1354.75,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded. silt lamina at 41.5, 51, 63-66 cm.",planar lamination,slight [DB91],3,Nereites,Chondrites,,,,,,,,,,,,,,362,U1481,A,23,R,1,A,
362-U1481A-23R-1-A,75,150,1354.75,1355.5,IIC,,fine sand [USGS],with carbonate allochems [F80],fine sand,fine sand with carbonate allochems,fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],medium sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,Tr [A85],,,,,,,,,362,U1481,A,23,R,1,A,
362-U1481A-23R-2-A,0,24,1355.5,1355.74,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded. Silt lamina at 6, 10-13, 18-24 cm. Plant fragments in silt layer of 10-13 cm.",planar lamination,slight [DB91],3,Nereites,Chondrites,,,,plant fragment,Tr [A85],,,,,,,,,362,U1481,A,23,R,2,A,
362-U1481A-23R-2-A,24,116,1355.74,1356.66,IIC,,fine sand [USGS],with carbonate allochems [F80],fine sand,fine sand with carbonate allochems,fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],medium sand [W22_2],,convolute bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,23,R,2,A,
362-U1481A-23R-3-A,0,4,1356.66,1356.7,IIC,,very fine sand [F54],with carbonate allochems [F80],very fine sand,very fine sand with carbonate allochems,very fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,thin bed [B01],partially lithified,fine sand [W22_2],4,non-graded,,,,,structureless,absent [DB91],1,,,,,,plant fragment,Tr [A85],,,,,,,,,362,U1481,A,23,R,3,A,
362-U1481A-23R-3-A,4,31,1356.7,1356.97,IIC,very fine,sandstone [S54],with carbonate allochems [F80],very fine sandstone,very fine sandstone with carbonate allochems,sandstone with carbonate allochems,,GLEY 2 4/5B (dark bluish gray),irregular,sharp,irregular sharp,horizontal,medium bed [B01],lithified [B84],fine sand [W22_2],4,non-graded,moderate [2014],,,carbonate cemented sandstone. Large rip-up clasts at 7-16 cm.,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,,,,,,,,,,,362,U1481,A,23,R,3,A,
362-U1481A-23R-3-A,31,58,1356.97,1357.24,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded. Silt lamina at 33.5, 50-52 cm. Plant fragments in silt layer of 50-52 cm.",structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,,,,,,,,,362,U1481,A,23,R,3,A,
362-U1481A-23R-3-A,58,74,1357.24,1357.4,IIC,,very fine sand [F54],with carbonate allochems [F80],very fine sand,very fine sand with carbonate allochems,very fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,23,R,3,A,
362-U1481A-23R-3-A,74,85,1357.4,1357.51,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded. Silt lamina at 78, 79-81, 84-85 cm. Plant fragments in silt layer of 79-81 cm.",structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,,,,,,,,,362,U1481,A,23,R,3,A,
362-U1481A-23R-3-A,85,105,1357.51,1357.71,IIC,,very fine sand [F54],with carbonate allochems [F80],very fine sand,very fine sand with carbonate allochems,very fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),,,,,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,23,R,3,A,
362-U1481A-23R-4-A,0,27,1357.71,1357.98,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,inclined,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Bottom bed is disturbed by coring individual beds are normally graded. Silt beds at 6-14, 18-24 cm.",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,23,R,4,A,
362-U1481A-23R-4-A,27,92,1357.98,1358.63,IIC,,very fine sand [F54],with carbonate allochems [F80],very fine sand,very fine sand with carbonate allochems,very fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,convolute bedded,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1481,A,23,R,4,A,
362-U1481A-23R-5-A,0,20,1358.87,1359.07,IIC,,alternating silt and clay layers,with carbonate allochems [F80],alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded. Silt lamina at 6, 12 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,23,R,5,A,
362-U1481A-23R-5-A,20,81,1359.07,1359.68,IIC,,very fine sand [F54],with carbonate allochems [F80],very fine sand,very fine sand with carbonate allochems,very fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,23,R,5,A,
362-U1481A-23R-6-A,0,24,1359.88,1360.12,IIC,,very fine sand [F54],with carbonate allochems [F80],very fine sand,very fine sand with carbonate allochems,very fine sand with carbonate allochems,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1481,A,23,R,6,A,
362-U1481A-23R-6-A,24,58,1360.12,1360.46,IIIA,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],individual beds are normally graded.,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,23,R,6,A,
362-U1481A-23R-CC-A,0,9,1360.46,1360.55,IIIA,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"individual beds are normally graded. Silt lamina at 1, 3, 7 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,23,R,CC,A,
362-U1481A-24R-1-A,0,34,1363.7,1364.04,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,1,A,
362-U1481A-24R-1-A,53.5,77.5,1364.235,1364.475,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,1,A,
362-U1481A-24R-1-A,77.5,78,1364.475,1364.48,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,1,A,
362-U1481A-24R-1-A,78,109,1364.48,1364.79,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,1,A,
362-U1481A-24R-1-A,109,110,1364.79,1364.8,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,1,A,
362-U1481A-24R-1-A,110,150,1364.8,1365.2,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,1,A,
362-U1481A-24R-2-A,0,13,1365.2,1365.33,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,13,14,1365.33,1365.34,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,14,51,1365.34,1365.71,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,51,52,1365.71,1365.72,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,52,74.5,1365.72,1365.945,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,74.5,75,1365.945,1365.95,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,75,109.5,1365.95,1366.295,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,109.5,110,1366.295,1366.3,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,110,129.5,1366.3,1366.495,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,129.5,132,1366.495,1366.52,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-2-A,132,143,1366.52,1366.63,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,2,A,
362-U1481A-24R-3-A,0,36.5,1366.63,1366.995,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,3,A,
362-U1481A-24R-3-A,36.5,38,1366.995,1367.01,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,3,A,
362-U1481A-24R-3-A,38,81,1367.01,1367.44,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,3,A,
362-U1481A-24R-3-A,81,83,1367.44,1367.46,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,3,A,
362-U1481A-24R-4-A,0,7.5,1367.71,1367.785,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,7.5,8,1367.785,1367.79,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,8,32,1367.79,1368.03,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,32,33.5,1368.03,1368.045,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,33.5,56,1368.045,1368.27,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,56,57,1368.27,1368.28,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,57,107.5,1368.28,1368.785,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,107.5,108.5,1368.785,1368.795,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-4-A,108.5,149,1368.795,1369.2,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,4,A,
362-U1481A-24R-5-A,0,11.5,1369.2,1369.315,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],lithified [B84],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,moderate [DB91],4,Nereites,,,,pyrite framboid,foraminifer,,,,,,,,,,362,U1481,A,24,R,5,A,
362-U1481A-24R-5-A,11.5,13,1369.315,1369.33,IIIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,24,R,5,A,
