Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1456C-4H-4-A,17,53.0,22.97,23.33,,,clay,with nannofossils,clay with nannofossils,,,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,foraminifer rich,sand,with silt,foraminifer rich sand,foraminifer rich sand with silt,sand with silt,gray,GLEY 1 3/10Y (very dark greenish gray),10,fine sand,4,medium sand,5,,100,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,4,H,4,A,
355-U1456C-4H-4-A,53,109.0,23.33,23.89,,foraminifer rich,sand,with silt,foraminifer rich sand with silt,,,gray,GLEY 1 4/10Y (dark greenish gray),60,fine sand,4,medium sand,5,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,silt,2,,100,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,4,H,4,A,
355-U1456C-4H-4-A,109,136.0,23.89,24.16,,foraminifer rich,sand,with silt,foraminifer rich sand with silt,,parallel lamination,gray,GLEY 1 3/10Y (very dark greenish gray),90,fine sand,4,medium sand,5,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,4,A,
355-U1456C-4H-4-A,136,150.0,24.16,24.3,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,silt,2,,foraminifer rich,sand,with silt,foraminifer rich sand,foraminifer rich sand with silt,sand with silt,gray,GLEY 1 3/10Y (very dark greenish gray),20,fine sand,4,medium sand,5,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,4,A,
355-U1456C-4H-5-A,0,10.0,24.3,24.4,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,foraminifer rich,sand,with silt,foraminifer rich sand,foraminifer rich sand with silt,sand with silt,gray,GLEY 1 3/10Y (very dark greenish gray),20,fine sand,4,medium sand,5,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,5,A,
355-U1456C-4H-5-A,10,27.0,24.4,24.57,,nannofossil rich,clay,with foraminifers,clay with foraminifers,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,5,A,
355-U1456C-4H-5-A,27,104.0,24.57,25.34,,,nannofossil ooze,,nannofossil ooze,,burrows,gray,GLEY 1 6/10Y (greenish gray),95,clay,1,silt,2,,foraminifer rich,sand,with silt,foraminifer rich sand,foraminifer rich sand with silt,sand with silt,gray,GLEY 1 3/10Y (very dark greenish gray),5,fine sand,4,medium sand,5,,100,planar,bioturbated,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,4,H,5,A,
355-U1456C-4H-5-A,27,150.0,24.57,25.8,,,,,,,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,4,H,5,A,
355-U1456C-4H-5-A,104,150.0,25.34,25.8,,,calcareous ooze,with nannofossils,calcareous ooze with nannofossils,,,brown,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,4,H,5,A,
355-U1456C-4H-6-A,0,27.0,25.8,26.07,,,nannofossil ooze,,nannofossil ooze,,burrows,brown,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,silt,with sand,nannofossil rich silt,nannofossil rich silt with sand,silt with sand,gray,GLEY 1 3/10Y (very dark greenish gray),20,fine sand,4,medium sand,5,,100,planar,bioturbated,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,4,H,6,A,
355-U1456C-4H-6-A,27,86.0,26.07,26.66,,,calcareous ooze,with nannofossils,calcareous ooze with nannofossils,,burrows,brown,GLEY 1 7/10Y (light greenish grey),95,clay,1,silt,2,,nannofossil rich,silt,with sand,nannofossil rich silt,nannofossil rich silt with sand,silt with sand,gray,GLEY 1 3/10Y (very dark greenish gray),5,fine sand,4,medium sand,5,,100,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,4,H,6,A,
355-U1456C-4H-6-A,86,100.0,26.66,26.8,,,nannofossil ooze,,nannofossil ooze,,burrows,gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,6,A,
355-U1456C-4H-6-A,100,110.0,26.8,26.9,,nannofossil rich,sand,with silt,nannofossil rich sand with silt,,,gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,coarse sand,6,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,shell,,,,,355,U1456,C,4,H,6,A,
355-U1456C-4H-7-A,0,52.0,26.9,27.42,,,clay,with nannofossils,clay with nannofossils,,,gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,foraminifer rich,sand,with silt,foraminifer rich sand,foraminifer rich sand with silt,sand with silt,gray,GLEY 1 3/10Y (very dark greenish gray),30,fine sand,4,medium sand,5,,100,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,4,H,7,A,
355-U1456C-4H-7-A,52,69.0,27.42,27.59,,,clay,with nannofossils,clay with nannofossils,,,gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,bioturbated,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,7,A,
355-U1456C-4H-7-A,69,76.0,27.59,27.66,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,7,A,
355-U1456C-4H-CC-A,0,6.0,27.66,27.72,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,bioturbated,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,CC,A,
355-U1456C-4H-CC-A,6,19.5,27.72,27.855,,,clay,with nannofossils,clay with nannofossils,,,gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,4,H,CC,A,
355-U1456C-5H,0,809.0,27.8,35.89,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,5,H,,,
355-U1456C-5H-1-A,0,31.0,27.8,28.11,,,nannofossil ooze,with silt,nannofossil ooze with silt,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,gray,GLEY 1 5/10Y (greenish gray),10,very fine sand,3,fine sand,4,,100,bioturbated,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,1,A,
355-U1456C-5H-1-A,31,57.0,28.11,28.37,,foraminifer rich,nannofossil ooze,with foraminifers,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),90,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,gray,GLEY 1 5/10Y (greenish gray),10,very fine sand,3,fine sand,4,,100,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,1,A,
355-U1456C-5H-1-A,57,88.0,28.37,28.68,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,1,A,
355-U1456C-5H-1-A,88,107.0,28.68,28.87,,foraminifer rich,nannofossil ooze,,foraminifer rich nannofossil ooze,,burrows,white,GLEY 1 7/10Y (light greenish grey),70,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,light gray,GLEY 1 6/10Y (greenish gray),30,silt,2,silt,2,,100,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,1,A,
355-U1456C-5H-1-A,107,150.0,28.87,29.3,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,white,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,nannofossil rich,silt,with sand,nannofossil rich silt,nannofossil rich silt with sand,silt with sand,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,1,A,
355-U1456C-5H-2-A,0,75.0,29.3,30.05,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 6/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,silt,with sand,nannofossil rich silt,nannofossil rich silt with sand,silt with sand,light gray,GLEY 1 7/10Y (light greenish grey),20,very fine sand,3,fine sand,4,,100,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,2,A,
355-U1456C-5H-2-A,75,102.0,30.05,30.32,,,nannofossil ooze,with silt,nannofossil ooze with silt,,burrows,gray,GLEY 1 5/10Y (greenish gray),60,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,light gray,GLEY 1 6/10Y (greenish gray),40,fine sand,4,medium sand,5,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,2,A,
355-U1456C-5H-2-A,102,150.0,30.32,30.8,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze with clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,clay,1,,,sand,,sand,sand,sand,gray,GLEY 1 4/10Y (dark greenish gray),20,fine sand,4,medium sand,5,,100,,,,,,,,,,,,,,,,,355,U1456,C,5,H,2,A,
355-U1456C-5H-3-A,0,35.0,30.8,31.15,,,nannofossil ooze,with silt,nannofossil ooze with silt,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,dark gray,GLEY 1 3/10Y (very dark greenish gray),30,fine sand,4,medium sand,5,,100,erosive,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,3,A,
355-U1456C-5H-3-A,35,97.0,31.15,31.77,,foraminifer rich,nannofossil ooze,,nannofossil ooze,,burrows,white,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,light gray,GLEY 1 6/10Y (greenish gray),10,fine sand,4,medium sand,5,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,3,A,
355-U1456C-5H-3-A,97,150.0,31.77,32.3,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,fine sand,4,,100,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,3,A,
355-U1456C-5H-4-A,0,113.0,32.3,33.43,,foraminifer rich,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,silt,2,fine sand,4,,100,gradational,gradational,sub-horizontal,very thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,4,A,
355-U1456C-5H-4-A,113,150.0,33.43,33.8,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,nannofossil rich,silt,with clay,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,fine sand,4,,100,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,4,A,
355-U1456C-5H-5-A,0,62.0,33.8,34.42,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,fine sand,4,,100,planar,sharp,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,5,A,
355-U1456C-5H-5-A,62,96.0,34.42,34.76,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),98,clay,1,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 3/10Y (very dark greenish gray),2,clay,1,silt,2,,100,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,5,A,
355-U1456C-5H-5-A,96,120.0,34.76,35.0,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,dark gray,GLEY 1 3/10Y (very dark greenish gray),30,clay,1,silt,2,,100,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,5,A,
355-U1456C-5H-6-A,0,12.0,35.0,35.12,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,6,A,
355-U1456C-5H-6-A,12,59.0,35.12,35.59,,,nannofossil ooze,,nannofossil ooze,,burrows,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,fine sand,4,,100,bioturbated,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,6,A,
355-U1456C-5H-6-A,59,70.0,35.59,35.7,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,6,A,
355-U1456C-5H-CC-A,0,14.0,35.7,35.84,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,5,H,CC,A,
355-U1456C-6H,0,952.0,37.3,46.82,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,6,H,,,
355-U1456C-6H-1-A,0,39.0,37.3,37.69,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,1,A,
355-U1456C-6H-1-A,39,45.0,37.69,37.75,,nannofossil rich,sand,,nannofossil rich sand,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,2,,shell,,,,,355,U1456,C,6,H,1,A,
355-U1456C-6H-1-A,45,74.0,37.75,38.04,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,1,A,
355-U1456C-6H-1-A,74,134.0,38.04,38.64,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,1,A,
355-U1456C-6H-1-A,134,147.0,38.64,38.77,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,1,A,
355-U1456C-6H-1-A,147,150.0,38.77,38.8,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly laminated,,,,,slight,2,,,,,,,355,U1456,C,6,H,1,A,
355-U1456C-6H-2-A,0,3.0,38.8,38.83,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,2,A,
355-U1456C-6H-2-A,3,42.0,38.83,39.22,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,10,fine sand,4,medium sand,5,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,C,6,H,2,A,
355-U1456C-6H-2-A,42,64.0,39.22,39.44,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,10,fine sand,4,medium sand,5,,100,erosive,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,C,6,H,2,A,
355-U1456C-6H-2-A,64,113.0,39.44,39.93,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,30,fine sand,4,medium sand,5,,100,bioturbated,bioturbated,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,2,A,
355-U1456C-6H-2-A,113,150.0,39.93,40.3,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,2,A,
355-U1456C-6H-3-A,0,22.0,40.3,40.52,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),85,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,15,fine sand,4,medium sand,5,,100,erosive,sharp,inclined,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,3,A,
355-U1456C-6H-3-A,22,61.0,40.52,40.91,,,nannofossil ooze,,nannofossil ooze,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),85,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,15,fine sand,4,medium sand,5,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,C,6,H,3,A,
355-U1456C-6H-3-A,61,89.0,40.91,41.19,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,10,fine sand,4,medium sand,5,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,3,A,
355-U1456C-6H-3-A,89,120.0,41.19,41.5,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,10,fine sand,4,medium sand,5,,100,erosive,scoured,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,3,A,
355-U1456C-6H-3-A,120,150.0,41.5,41.8,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,3,A,
355-U1456C-6H-4-A,0,54.0,41.8,42.34,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),95,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,5,fine sand,4,medium sand,5,,100,erosive,scoured,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,4,A,
355-U1456C-6H-4-A,54,73.0,42.34,42.53,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally coarse-tail graded,,,,slight,2,,,,,,,355,U1456,C,6,H,4,A,
355-U1456C-6H-4-A,73,85.0,42.53,42.65,,nannofossil rich,silt,,nannofossil rich silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,inclined,medium bedded,reversely coarse-tail graded,,,,,2,,,,,,,355,U1456,C,6,H,4,A,
355-U1456C-6H-4-A,85,102.0,42.65,42.82,,nannofossil rich,sand,,nannofossil rich sand,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),60,fine sand,4,medium sand,5,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,,40,clay,1,silt,2,,100,planar,bioturbated,sub-horizontal,medium bedded,,,,,,2,,,,,,,355,U1456,C,6,H,4,A,
355-U1456C-6H-4-A,102,150.0,42.82,43.3,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,4,A,
355-U1456C-6H-5-A,0,20.0,43.3,43.5,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,5,A,
355-U1456C-6H-5-A,20,63.0,43.5,43.93,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,C,6,H,5,A,
355-U1456C-6H-5-A,63,89.0,43.93,44.19,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),95,clay,1,silt,2,,nannofossil rich,sand,with silt,nannofossil rich sand,nannofossil rich sand with silt,sand with silt,,,5,fine sand,4,medium sand,5,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,5,A,
355-U1456C-6H-5-A,89,108.0,44.19,44.38,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,5,A,
355-U1456C-6H-5-A,108,150.0,44.38,44.8,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,5,A,
355-U1456C-6H-6-A,0,19.0,44.8,44.99,,,nannofossil ooze,with sand,nannofossil ooze with sand,,,light gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,6,A,
355-U1456C-6H-6-A,19,49.0,44.99,45.29,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,6,A,
355-U1456C-6H-6-A,49,67.0,45.29,45.47,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,C,6,H,6,A,
355-U1456C-6H-6-A,67,87.0,45.47,45.67,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),98,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,,,2,silt,2,fine sand,4,,100,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,6,H,6,A,
355-U1456C-6H-6-A,87,111.0,45.67,45.91,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,C,6,H,6,A,
